Target(Class),GyroX,GyroY,GyroZ,AccX,AccY,AccZ
2,-1.931297709923664,1.5954198473282442,-42.45801526717558,-0.0908203125,-0.4208984375,-1.055908203125
3,-2.015267175572519,7.213740458015268,1.5038167938931295,0.462890625,-0.182861328125,-1.054931640625
2,-3.0839694656488548,1.1984732824427482,4.1603053435114505,0.25244140625,-0.124755859375,-1.080078125
1,-5.0534351145038165,1.068702290076336,3.7633587786259537,0.304931640625,-0.104248046875,-0.838623046875
2,-11.6030534351145,0.8625954198473282,-50.25954198473283,-0.252685546875,-0.74365234375,-0.886474609375
4,0.2061068702290076,2.3435114503816794,1.8778625954198471,0.60693359375,-0.1474609375,-1.1728515625
3,-5.786259541984732,4.290076335877862,1.4274809160305342,0.273681640625,-0.054443359375,-1.056640625
4,-0.0229007633587786,4.984732824427481,1.603053435114504,0.01123046875,0.0693359375,-0.977783203125
3,6.312977099236642,4.274809160305344,2.671755725190839,0.061767578125,-0.113525390625,-0.81591796875
3,0.9770992366412212,0.6641221374045801,-1.419847328244275,0.23046875,-0.181884765625,-0.955078125
3,-2.458015267175572,4.519083969465648,27.20610687022901,0.24853515625,0.345703125,-1.09130859375
3,1.8778625954198471,3.3129770992366407,-0.7022900763358778,0.20263671875,-0.1201171875,-0.943359375
1,-6.709923664122138,10.19083969465649,2.725190839694656,0.221923828125,-0.032470703125,-0.879638671875
4,-0.5648854961832062,2.916030534351145,0.5954198473282443,0.0048828125,0.07373046875,-0.925537109375
1,4.114503816793893,7.305343511450381,4.541984732824427,0.08447265625,0.116943359375,-0.87255859375
1,-3.33587786259542,4.290076335877862,0.9847328244274808,0.4921875,-0.070068359375,-0.82470703125
4,-0.7175572519083969,5.557251908396948,1.625954198473282,-0.005126953125,0.1025390625,-1.024658203125
4,-2.404580152671756,2.404580152671756,0.2519083969465649,0.523193359375,-0.220947265625,-1.083984375
4,-1.213740458015267,5.633587786259542,-0.5877862595419847,-0.018798828125,0.1376953125,-0.996826171875
1,-3.1908396946564888,3.4656488549618323,-1.3587786259541987,0.489501953125,-0.2744140625,-1.021484375
1,-0.6946564885496184,4.679389312977099,1.396946564885496,0.211181640625,-0.06494140625,-0.990478515625
2,-1.8167938931297711,7.396946564885495,2.320610687022901,0.221435546875,-0.01806640625,-1.089111328125
3,-5.633587786259542,-0.6870229007633588,26.54961832061069,0.1025390625,0.247314453125,-0.806884765625
1,2.442748091603054,3.183206106870229,-0.015267175572519,0.556884765625,-0.213134765625,-0.8720703125
3,-1.015267175572519,1.687022900763359,1.076335877862595,0.290771484375,-0.05224609375,-1.01513671875
2,-1.419847328244275,3.977099236641221,0.3816793893129771,0.230224609375,-0.13037109375,-0.872802734375
3,-0.8015267175572519,4.145038167938932,0.6030534351145038,0.179443359375,-0.04931640625,-0.9853515625
3,-0.8396946564885496,5.320610687022901,-1.656488549618321,0.377685546875,-0.160888671875,-0.810302734375
4,-0.8473282442748091,0.6717557251908397,1.274809160305344,0.578125,-0.260009765625,-0.98291015625
4,-0.0610687022900763,4.503816793893129,0.8931297709923665,0.646728515625,-0.306884765625,-1.0
3,-0.3587786259541985,4.1679389312977095,1.137404580152672,0.19384765625,-0.08642578125,-0.98583984375
1,0.7862595419847328,3.969465648854962,0.5877862595419847,0.32275390625,-0.140380859375,-0.91162109375
1,1.541984732824427,3.541984732824428,-0.1526717557251908,0.242431640625,-0.111328125,-1.0166015625
2,12.77862595419847,-3.679389312977099,-43.11450381679389,-0.147216796875,-0.5390625,-0.935546875
4,0.9236641221374046,6.183206106870228,1.4656488549618318,0.089599609375,-0.00146484375,-1.023681640625
3,-0.2900763358778626,2.893129770992366,0.3206106870229007,0.384765625,-0.14599609375,-1.0166015625
2,-4.412213740458014,11.99236641221374,5.809160305343513,0.200439453125,0.002197265625,-1.01953125
3,-14.29770992366412,4.862595419847328,33.14503816793893,0.188720703125,0.131591796875,-0.86767578125
2,5.8320610687022905,3.679389312977099,-30.75572519083969,-0.02001953125,-0.446533203125,-1.001708984375
3,-0.5572519083969466,5.824427480916032,-0.3053435114503817,0.46728515625,-0.1435546875,-1.005859375
2,-6.816793893129772,4.923664122137406,0.3282442748091603,0.152587890625,-0.105224609375,-1.056640625
4,-1.946564885496183,5.877862595419848,0.8320610687022901,0.092529296875,0.11181640625,-1.169677734375
1,3.946564885496183,-0.4351145038167939,1.748091603053435,0.191650390625,-0.219482421875,-0.884033203125
2,3.0992366412213737,-2.183206106870229,-24.79389312977099,0.08203125,-0.382568359375,-0.97705078125
3,0.7328244274809159,2.50381679389313,-0.6641221374045801,0.29052734375,-0.09619140625,-0.91015625
3,0.7022900763358778,3.7022900763358777,-1.961832061068702,0.330322265625,-0.107666015625,-0.95263671875
2,7.480916030534352,-1.885496183206107,-39.1297709923664,-0.05908203125,-0.41650390625,-0.914794921875
1,0.3587786259541985,6.99236641221374,1.1450381679389308,0.34326171875,-0.110107421875,-0.983642578125
2,3.595419847328244,1.038167938931298,1.740458015267176,0.1064453125,-0.142822265625,-1.0068359375
1,6.587786259541985,5.938931297709924,2.351145038167939,0.27783203125,-0.195556640625,-1.14501953125
1,-0.4045801526717557,4.068702290076335,0.9770992366412212,0.15869140625,-0.087890625,-1.02099609375
4,-0.5801526717557252,5.381679389312979,1.8778625954198471,0.5869140625,-0.255859375,-0.95068359375
4,-0.8015267175572519,4.343511450381679,1.099236641221374,0.099609375,0.16845703125,-1.04443359375
4,1.4732824427480915,6.015267175572518,1.015267175572519,0.39697265625,-0.072265625,-0.99267578125
3,-5.770992366412214,-1.8167938931297711,41.00763358778626,0.243896484375,0.526611328125,-0.876708984375
1,-2.885496183206107,2.297709923664122,-1.045801526717557,0.483154296875,-0.201904296875,-0.8583984375
2,0.6717557251908397,2.7557251908396947,4.66412213740458,0.353759765625,-0.083251953125,-0.97119140625
3,1.030534351145038,2.984732824427481,1.4961832061068705,0.370361328125,-0.142578125,-0.90234375
3,-2.6335877862595423,3.091603053435115,4.938931297709924,0.099853515625,0.098876953125,-0.89794921875
4,0.7022900763358778,5.083969465648855,0.6412213740458015,0.444580078125,-0.154052734375,-1.03466796875
3,-4.625954198473282,8.412213740458014,32.0,0.310546875,0.39453125,-1.141357421875
1,-7.3740458015267185,11.572519083969471,1.4885496183206108,0.34326171875,-0.166259765625,-1.00927734375
2,-0.7404580152671756,4.412213740458014,0.7862595419847328,0.17529296875,-0.07861328125,-0.9970703125
3,1.519083969465649,7.389312977099237,-1.32824427480916,0.37158203125,-0.291015625,-1.060791015625
4,-1.984732824427481,5.351145038167939,1.175572519083969,0.640869140625,-0.326416015625,-0.991455078125
1,-5.854961832061068,-2.061068702290076,3.0687022900763363,0.16064453125,0.004638671875,-1.0703125
2,0.6183206106870229,2.908396946564885,5.572519083969466,0.352294921875,-0.1181640625,-0.867431640625
1,-1.5038167938931295,3.183206106870229,-1.656488549618321,0.3837890625,-0.1416015625,-0.919677734375
1,-0.9236641221374046,2.106870229007634,1.022900763358779,0.1611328125,-0.1669921875,-1.058837890625
3,-1.1526717557251909,2.977099236641221,-1.954198473282443,0.3232421875,-0.13671875,-0.962890625
3,-0.8244274809160306,4.251908396946565,0.9083969465648856,0.196044921875,-0.10205078125,-0.9921875
4,-0.4961832061068702,5.1603053435114505,0.7404580152671756,0.136474609375,0.00927734375,-1.0439453125
4,0.5038167938931297,4.877862595419847,0.6946564885496184,0.030517578125,0.042236328125,-0.9658203125
1,-2.206106870229008,6.7251908396946565,0.8473282442748091,0.60400390625,-0.15966796875,-0.950927734375
2,6.2595419847328255,-3.793893129770992,-34.25954198473283,0.0048828125,-0.564697265625,-0.853515625
2,-1.297709923664122,4.015267175572519,0.4198473282442748,0.36279296875,-0.1376953125,-0.911865234375
1,-0.7251908396946565,6.106870229007634,1.770992366412214,0.546630859375,-0.127685546875,-1.131103515625
3,-0.9618320610687024,4.3816793893129775,0.9618320610687024,0.417236328125,-0.147705078125,-0.92724609375
3,-5.312977099236641,11.587786259541993,32.11450381679389,0.2783203125,0.3720703125,-1.125
1,-4.946564885496184,10.65648854961832,-0.2824427480916031,0.381103515625,-0.047119140625,-1.126220703125
3,-0.9923664122137404,2.160305343511451,0.3969465648854962,0.2353515625,-0.042724609375,-0.900146484375
4,-1.076335877862595,4.862595419847328,1.893129770992366,0.04443359375,0.032958984375,-0.978271484375
1,-0.2137404580152672,4.221374045801527,0.8854961832061069,0.26123046875,-0.13232421875,-1.034912109375
2,-0.3053435114503817,6.206106870229008,0.4274809160305343,0.338134765625,-0.073486328125,-0.9482421875
3,-0.0839694656488549,3.786259541984733,-0.1374045801526718,0.346435546875,-0.1640625,-0.947265625
2,4.3893129770992365,-0.8854961832061069,-24.30534351145038,-0.035400390625,-0.326904296875,-0.995849609375
2,1.4274809160305342,-0.4198473282442748,-0.1374045801526718,0.171875,-0.105712890625,-0.890869140625
3,-0.0610687022900763,4.343511450381679,-1.7862595419847331,0.3583984375,-0.0751953125,-0.852783203125
4,-3.557251908396946,5.2595419847328255,0.9618320610687024,0.569580078125,-0.325927734375,-0.981201171875
1,-3.259541984732825,5.687022900763358,3.6412213740458017,0.282958984375,-0.126220703125,-1.045654296875
3,-0.1679389312977099,3.9007633587786255,30.59541984732824,0.126953125,0.239013671875,-0.961181640625
3,-7.3740458015267185,6.114503816793892,13.76335877862596,0.249267578125,0.123046875,-0.959228515625
4,-0.5267175572519084,4.32824427480916,0.9389312977099236,0.104248046875,0.045654296875,-0.98779296875
3,4.587786259541986,4.122137404580153,4.900763358778626,0.140869140625,0.03857421875,-1.007568359375
3,0.3053435114503817,-1.129770992366412,0.5648854961832062,0.37060546875,-0.1787109375,-0.954833984375
4,2.068702290076336,4.824427480916031,2.076335877862595,0.63671875,-0.30615234375,-1.0546875
2,-0.8702290076335878,5.145038167938932,1.694656488549618,0.37841796875,-0.10302734375,-1.010986328125
3,-8.473282442748092,9.19083969465649,35.33587786259542,0.246337890625,0.57080078125,-1.192138671875
3,-3.3664122137404577,6.3816793893129775,19.06106870229008,0.0830078125,0.29736328125,-1.00146484375
2,6.442748091603052,-3.816793893129771,-34.09160305343512,-0.1064453125,-0.34326171875,-0.90380859375
3,-5.526717557251909,9.122137404580153,40.48091603053435,0.28662109375,0.7685546875,-1.14794921875
4,0.7099236641221374,8.580152671755725,1.083969465648855,0.2275390625,-0.16064453125,-0.90478515625
2,-0.3053435114503817,4.145038167938932,0.7328244274809159,0.19287109375,-0.06396484375,-0.99365234375
4,-3.656488549618321,7.1755725190839685,1.748091603053435,0.6123046875,-0.29345703125,-0.934814453125
3,3.152671755725191,0.1526717557251908,18.87022900763359,0.3359375,0.26904296875,-0.943603515625
1,1.015267175572519,2.671755725190839,1.4885496183206108,0.4951171875,-0.162109375,-1.00830078125
4,-0.1374045801526718,4.916030534351145,1.091603053435114,0.079345703125,0.046142578125,-0.98291015625
4,-2.824427480916031,4.938931297709924,0.9770992366412212,0.653076171875,-0.291259765625,-0.822265625
3,1.870229007633588,6.748091603053435,1.541984732824427,0.43994140625,-0.0751953125,-0.976318359375
3,-5.3587786259542,3.977099236641221,5.763358778625954,0.12451171875,0.07958984375,-0.949951171875
1,0.2137404580152672,4.5114503816793885,2.893129770992366,0.494384765625,-0.107421875,-0.909912109375
3,-0.4961832061068702,5.5114503816793885,0.8473282442748091,0.3134765625,-0.1298828125,-0.98583984375
3,-1.137404580152672,3.2519083969465647,0.4274809160305343,0.3603515625,-0.21923828125,-1.115966796875
2,-0.6946564885496184,4.549618320610686,0.1832061068702289,0.341552734375,-0.131591796875,-1.0185546875
4,-0.0229007633587786,4.229007633587786,1.16030534351145,0.64013671875,-0.307861328125,-0.879150390625
2,-5.496183206106871,0.0305343511450381,4.137404580152672,0.358154296875,-0.09716796875,-0.905029296875
4,-1.0610687022900758,4.534351145038168,1.1832061068702289,0.419189453125,-0.19287109375,-1.002685546875
3,-0.6641221374045801,8.030534351145038,0.9618320610687024,0.364990234375,-0.13232421875,-1.001220703125
4,-4.702290076335878,0.2900763358778626,-0.2748091603053435,0.540771484375,-0.30078125,-1.001220703125
1,1.580152671755725,0.648854961832061,-2.4656488549618323,0.291748046875,-0.375244140625,-1.12451171875
4,0.1679389312977099,4.572519083969466,1.290076335877863,0.592529296875,-0.28515625,-0.99609375
3,-0.6259541984732825,3.343511450381679,0.931297709923664,0.46142578125,-0.15380859375,-0.979736328125
2,-0.5801526717557252,5.503816793893129,2.480916030534351,0.3369140625,-0.10009765625,-0.965576171875
2,4.786259541984733,4.854961832061068,1.923664122137405,0.40478515625,-0.19384765625,-1.077392578125
2,-0.5877862595419847,4.099236641221374,0.6946564885496184,0.18408203125,-0.073486328125,-1.00146484375
3,-5.977099236641222,-2.679389312977099,40.83969465648855,0.18896484375,0.424560546875,-0.82470703125
2,5.641221374045801,3.6488549618320607,-28.381679389312986,-0.170654296875,-0.3349609375,-0.89208984375
4,-0.8396946564885496,5.290076335877862,1.190839694656489,0.602294921875,-0.352294921875,-0.947509765625
3,-5.312977099236641,-5.152671755725192,41.36641221374046,0.19140625,0.623291015625,-0.941162109375
3,-2.816793893129771,-5.67175572519084,0.6183206106870229,0.06396484375,-0.0751953125,-1.008056640625
4,1.824427480916031,5.1679389312977095,1.5877862595419852,0.059814453125,0.093505859375,-0.983154296875
2,-0.7633587786259542,4.0381679389312986,0.900763358778626,0.1826171875,-0.07373046875,-0.99560546875
3,-0.9541984732824428,9.244274809160306,2.16793893129771,0.4384765625,-0.134033203125,-1.043212890625
1,-3.374045801526718,3.1297709923664123,1.4427480916030535,0.469970703125,-0.067138671875,-0.910888671875
3,-4.33587786259542,-2.0,31.56488549618321,0.279296875,0.411865234375,-1.202392578125
3,-3.0,9.16030534351145,0.7786259541984732,0.230712890625,-0.075927734375,-1.091064453125
3,-2.938931297709924,4.8396946564885495,0.6946564885496184,0.359130859375,-0.183837890625,-1.035400390625
3,-0.7557251908396947,4.206106870229007,1.0610687022900758,0.16748046875,-0.053955078125,-1.002197265625
3,-6.129770992366412,3.7633587786259537,6.412213740458015,-0.13623046875,0.130126953125,-0.86181640625
1,-6.641221374045801,7.022900763358778,1.137404580152672,0.3232421875,-0.055908203125,-0.792724609375
3,0.0229007633587786,5.068702290076335,1.007633587786259,0.411376953125,-0.098388671875,-0.93310546875
4,0.2061068702290076,3.7480916030534353,0.8091603053435115,0.0517578125,0.122802734375,-0.9638671875
2,-2.33587786259542,4.496183206106871,-0.4045801526717557,0.2734375,-0.081787109375,-0.96142578125
1,1.213740458015267,-0.0381679389312977,0.0305343511450381,0.205322265625,-0.112060546875,-0.9287109375
4,-3.6488549618320607,4.977099236641221,0.9694656488549618,0.692138671875,-0.341552734375,-0.940673828125
4,0.5496183206106869,7.251908396946565,0.3282442748091603,0.1181640625,0.037841796875,-1.058837890625
3,0.6641221374045801,3.061068702290076,1.6488549618320612,0.32568359375,-0.173095703125,-1.025146484375
1,-0.7099236641221374,5.045801526717558,0.6183206106870229,0.179443359375,-0.088623046875,-1.018798828125
1,-0.6717557251908397,4.442748091603052,1.1526717557251909,0.169921875,-0.07080078125,-1.010009765625
3,-1.67175572519084,-0.3282442748091603,1.106870229007634,0.24951171875,-0.03125,-0.8515625
4,-0.3435114503816794,5.152671755725192,-0.0458015267175572,0.055419921875,0.12158203125,-1.048583984375
4,0.8091603053435115,2.145038167938931,0.3511450381679389,-0.01806640625,0.06640625,-1.050537109375
4,-4.0381679389312986,5.572519083969466,0.900763358778626,0.592041015625,-0.41064453125,-0.947998046875
1,-2.572519083969466,2.198473282442748,-1.030534351145038,0.5166015625,-0.18212890625,-0.7685546875
2,-6.015267175572518,3.458015267175572,-22.50381679389313,0.11962890625,-0.24609375,-0.8994140625
2,-1.022900763358779,-1.7557251908396951,-17.09160305343512,-0.02490234375,-0.3974609375,-0.7998046875
1,-1.870229007633588,7.290076335877862,1.709923664122137,0.45703125,-0.210205078125,-1.078857421875
2,0.3206106870229007,5.687022900763358,0.5190839694656488,0.32080078125,-0.116455078125,-0.939453125
3,-0.4656488549618321,3.610687022900763,0.9618320610687024,0.295166015625,-0.2294921875,-1.011474609375
4,4.114503816793893,8.01526717557252,1.32824427480916,0.69091796875,-0.320068359375,-0.938720703125
3,0.1374045801526718,6.229007633587786,1.7557251908396951,0.328125,-0.155029296875,-0.927490234375
1,-0.5419847328244275,4.396946564885496,1.038167938931298,0.14501953125,-0.091552734375,-1.0009765625
3,4.320610687022901,5.946564885496183,0.7328244274809159,0.245849609375,-0.06689453125,-0.939208984375
2,8.664122137404581,10.43511450381679,5.923664122137405,0.38427734375,0.06103515625,-1.14599609375
2,-1.763358778625954,2.7480916030534357,1.610687022900763,0.21484375,-0.126220703125,-1.233154296875
4,-5.7175572519083975,5.190839694656488,1.541984732824427,0.630859375,-0.4501953125,-0.983154296875
2,-4.427480916030534,4.961832061068702,0.5648854961832062,0.318359375,-0.100341796875,-0.915771484375
1,-5.755725190839693,3.877862595419847,0.8625954198473282,0.468994140625,-0.167724609375,-0.98974609375
2,1.030534351145038,0.2137404580152672,-36.04580152671755,-0.03662109375,-0.43408203125,-1.0322265625
3,-1.251908396946565,3.267175572519084,-4.022900763358779,0.32421875,-0.17333984375,-0.9951171875
3,-0.4961832061068702,2.5114503816793894,0.7022900763358778,0.226806640625,-0.13232421875,-1.010498046875
4,0.7938931297709924,5.572519083969466,1.175572519083969,0.025390625,0.038330078125,-0.984130859375
3,-2.5114503816793894,11.70229007633588,-1.931297709923664,0.41259765625,-0.1953125,-1.128173828125
1,-3.6870229007633593,3.3664122137404577,-1.870229007633588,0.4619140625,-0.17919921875,-0.924560546875
1,1.916030534351145,4.374045801526719,-0.5267175572519084,0.257568359375,-0.132568359375,-0.9482421875
3,-2.007633587786259,5.534351145038168,2.404580152671756,0.22607421875,-0.09716796875,-0.859130859375
2,-5.183206106870228,-1.4656488549618318,5.824427480916032,0.273193359375,-0.116943359375,-0.850830078125
1,-2.2519083969465647,-3.343511450381679,-0.0076335877862595,0.232666015625,-0.255126953125,-1.11083984375
1,1.312977099236641,0.3816793893129771,0.4732824427480916,0.306640625,-0.021484375,-0.912109375
4,-0.8778625954198473,4.488549618320612,0.0458015267175572,0.09814453125,-0.015869140625,-1.001220703125
4,1.1450381679389308,7.564885496183206,1.137404580152672,0.028564453125,0.0458984375,-1.001953125
1,-0.5954198473282443,4.2824427480916025,0.8625954198473282,0.18212890625,-0.104248046875,-0.986572265625
3,-2.274809160305344,3.671755725190839,-0.6793893129770993,0.20947265625,-0.230712890625,-1.12158203125
1,3.458015267175572,-0.2290076335877863,0.9847328244274808,0.400146484375,-0.27294921875,-1.01123046875
1,-0.3282442748091603,4.786259541984733,0.7938931297709924,0.149169921875,-0.078125,-1.01806640625
3,-1.4122137404580148,5.748091603053435,-0.6870229007633588,0.141357421875,-0.154296875,-1.110107421875
3,0.5648854961832062,4.099236641221374,1.4961832061068705,0.177978515625,-0.095703125,-1.0
2,-3.618320610687023,-1.1450381679389308,-39.42748091603053,-0.15185546875,-0.4423828125,-0.953369140625
4,-0.1068702290076336,3.106870229007634,1.5572519083969465,-0.0478515625,0.0166015625,-1.05908203125
4,-0.2977099236641221,7.0458015267175576,1.4885496183206108,0.05078125,0.033935546875,-0.98388671875
3,1.4885496183206108,9.572519083969466,1.7862595419847331,0.244873046875,-0.122802734375,-1.070068359375
1,2.83206106870229,7.213740458015268,0.5419847328244275,0.132080078125,0.00439453125,-0.831298828125
3,-0.9923664122137404,-1.1145038167938932,-1.519083969465649,0.11962890625,-0.1953125,-0.92529296875
3,0.8854961832061069,6.541984732824428,1.236641221374046,0.41943359375,-0.1630859375,-0.95458984375
2,3.1221374045801533,7.83206106870229,-32.40458015267176,-0.07958984375,-0.505859375,-0.977783203125
3,-0.6412213740458015,0.0534351145038167,2.145038167938931,0.441162109375,-0.199951171875,-0.857177734375
2,-0.8015267175572519,4.083969465648855,0.8091603053435115,0.1865234375,-0.073974609375,-0.98583984375
3,2.49618320610687,-1.3816793893129773,13.35114503816794,0.132568359375,-0.229736328125,-1.00732421875
1,1.541984732824427,2.66412213740458,0.9770992366412212,0.503662109375,-0.18408203125,-0.97216796875
3,0.1297709923664122,4.229007633587786,24.480916030534356,0.214111328125,0.077392578125,-1.078369140625
3,-3.0,7.679389312977098,2.473282442748092,0.3408203125,-0.0615234375,-0.939697265625
3,-0.7709923664122137,8.954198473282442,13.427480916030529,0.372802734375,0.000244140625,-0.943359375
4,1.480916030534351,5.572519083969466,1.045801526717557,0.091064453125,0.11767578125,-1.010986328125
2,2.33587786259542,10.42748091603053,-0.7251908396946565,0.037353515625,-0.204345703125,-0.92431640625
1,0.6106870229007634,3.038167938931298,1.5114503816793892,0.549560546875,-0.17333984375,-1.087158203125
3,-5.519083969465648,6.0458015267175576,1.580152671755725,0.316162109375,-0.00244140625,-0.91259765625
2,0.1603053435114504,7.770992366412214,-3.839694656488549,0.21240234375,-0.18212890625,-1.090087890625
1,5.137404580152672,2.862595419847328,4.625954198473282,-0.017333984375,0.16357421875,-0.861572265625
4,-0.9083969465648856,5.618320610687021,1.137404580152672,0.026611328125,0.14404296875,-0.983154296875
3,-11.572519083969471,1.4045801526717558,45.44274809160305,0.13623046875,0.39501953125,-0.935791015625
1,-1.1984732824427482,3.33587786259542,0.099236641221374,0.253662109375,-0.038818359375,-1.185546875
3,-2.068702290076336,5.648854961832062,2.374045801526718,0.40576171875,-0.14306640625,-0.85498046875
3,-3.4122137404580157,6.610687022900763,0.6793893129770993,0.32861328125,-0.096435546875,-0.835205078125
2,5.893129770992366,1.610687022900763,-10.40458015267176,0.112548828125,-0.216796875,-0.88916015625
4,-3.564885496183206,4.412213740458014,1.4885496183206108,0.53857421875,-0.245361328125,-1.034912109375
3,-1.4656488549618318,4.137404580152672,10.77099236641221,0.1689453125,0.21728515625,-0.99267578125
3,-0.9083969465648856,4.1603053435114505,0.7633587786259542,0.1806640625,-0.08447265625,-0.99560546875
4,1.091603053435114,0.7022900763358778,0.1297709923664122,0.54736328125,-0.234130859375,-1.031494140625
3,1.67175572519084,4.274809160305344,0.8473282442748091,0.237060546875,-0.110595703125,-1.011474609375
3,-2.076335877862595,-1.106870229007634,1.5496183206106868,0.22265625,-0.101806640625,-1.044189453125
3,-1.83206106870229,0.015267175572519,0.4503816793893129,0.00146484375,-0.173828125,-1.040283203125
3,-2.0839694656488548,4.2824427480916025,33.618320610687014,0.253173828125,0.180908203125,-1.148681640625
4,-0.916030534351145,5.656488549618322,0.7328244274809159,0.06982421875,0.03076171875,-1.05908203125
