8296	8
8297	4
8298	7
8299	2
8300	3
8301	20
8302	29
8303	11
8304	44
8305	16
8306	30
8307	38
8308	18
8309	17
8310	39
8311	59
8312	30
8313	34
8314	4
8315	7
8316	33
8317	38
8318	57
8319	63
8320	22
8321	31
8322	4
8323	5
8324	44
8325	54
8326	56
8327	42
8328	78
8329	78
8330	12
8331	16
8332	20
8333	85
8334	66
8335	33
8336	36
8337	6
8338	9
8339	13
8340	14
8341	8
8342	12
8343	17
8344	7
8346	25
8345	25
8347	26
8348	26
8349	37
8350	13
8351	15
8352	24
8353	55
8354	57
8355	57
8356	43
8357	5
8358	4
8359	100
8360	36
8361	17
8362	22
8363	37
8364	39
8365	44
8366	26
8367	101
8368	93
8369	96
8370	50
8371	66
8372	107
8373	10
8374	67
8375	67
8376	73
8377	79
8378	80
8379	85
8380	87
8381	98
8382	10
8383	103
8384	65
8385	14
8387	17
8386	17
8388	2
8389	13
8390	3
8391	6
8392	42
8393	105
8394	22
8395	23
8396	57
8397	57
8398	78
8399	76
8400	99
8401	3
8402	52
8403	52
8404	55
8405	65
8406	56
8407	44
8408	129
8409	31
8410	119
8411	83
8412	36
8413	85
8414	28
8415	7
8416	24
8417	12
8418	71
8419	46
8420	39
8421	38
8422	177
8423	66
8424	32
8425	45
8426	53
8427	48
8428	48
8429	71
8430	50
8431	191
8432	107
8433	126
8434	112
8435	177
8436	184
8437	68
8438	70
8439	74
8440	128
8441	128
8442	54
8443	54
8444	56
8445	57
8446	59
8447	59
8448	60
8449	62
8450	29
8451	118
8452	16
8453	21
8454	61
8455	12
8456	15
8457	165
8458	15
8459	37
8460	6
8461	36
8462	148
8463	148
8464	150
8465	81
8466	38
8467	35
8468	87
8469	31
8470	119
8471	135
8472	128
8473	134
8474	137
8475	25
8476	151
8477	153
8478	27
8479	36
8480	38
8481	139
8482	142
8483	96
8484	36
8485	159
8486	58
8487	85
8488	83
8490	93
8489	93
8492	94
8491	94
8493	76
8494	6
8495	6
8496	10
8497	10
8498	18
8499	25
8500	27
8501	69
8502	66
8503	33
8504	132
8505	108
8506	93
8507	172
8508	98
8509	101
8510	149
8511	164
8512	43
8513	46
8514	87
8515	174
8516	125
8517	129
8518	137
8519	187
8520	215
8521	85
8522	123
8523	48
8524	52
8525	55
8526	90
8527	95
8528	98
8529	109
8530	159
8531	82
8532	164
8533	110
8534	148
8535	90
8536	82
8537	101
8538	13
8539	93
8540	94
8541	114
8542	35
8543	41
8544	50
8545	51
8546	118
8548	119
8547	119
8549	150
8550	125
8551	162
8553	151
8552	151
8554	160
8555	114
8556	120
8557	231
8558	196
8559	120
8560	122
8561	168
8562	126
8563	201
8564	215
8565	201
8566	178
8567	183
8568	188
8569	130
8570	157
8571	166
8572	32
8573	61
8574	31
8575	100
8576	136
8577	139
8578	159
8579	97
8580	63
8581	77
8582	38
8583	155
8584	159
8585	83
8586	141
8587	117
8588	90
8589	126
8590	161
8591	147
8592	164
8593	171
8594	177
8596	178
8595	178
8597	179
8598	183
8599	203
8600	204
8602	12
8601	12
8603	64
8604	132
8605	96
8606	204
8607	80
8608	86
8609	134
8610	137
8611	251
8612	204
8613	127
8614	181
8615	79
8616	190
8618	128
8617	128
8619	134
8620	252
8621	244
8622	207
8623	137
8624	135
8625	196
8626	191
8627	192
8629	192
8628	192
8630	196
8631	229
8632	219
8633	236
8634	209
8635	149
8636	186
8638	192
8637	192
8639	184
8640	138
8641	146
8642	124
8643	32
8644	16
8645	25
8646	26
8647	158
8648	184
8649	210
8650	227
8651	227
8652	234
8653	119
8654	238
8655	212
8656	219
8657	223
8658	224
8659	226
8660	121
8661	215
8662	161
8663	167
8664	203
8665	199
8666	210
8667	168
8668	133
8669	198
8670	163
8671	58
8672	157
8673	51
8674	145
8675	259
8676	260
8677	193
8678	182
8679	249
8680	249
8681	217
8682	222
8683	210
8684	179
8685	114
8686	265
8687	259
8688	259
8689	177
8690	170
8691	177
8692	271
8693	257
8694	178
8695	179
8696	182
8697	165
8698	251
8699	193
8700	179
8701	182
8702	181
8703	160
8704	139
8705	157
8706	158
8707	161
8708	266
8709	251
8710	223
8711	235
8712	150
8713	185
8714	190
8715	246
8716	252
8717	136
8718	180
8719	182
8720	298
8721	244
8722	245
8723	245
8724	195
8726	195
8725	195
8727	197
8728	220
8729	190
8730	166
8731	179
8732	214
8733	215
8734	212
8735	195
8736	236
8737	249
8738	201
8739	209
8740	198
8741	233
8742	203
8743	304
8744	240
8745	257
8746	189
8747	192
8748	254
8749	204
8751	205
8750	205
8752	195
8753	197
8754	301
8755	304
8756	314
8757	240
8758	252
8759	240
8760	289
8761	242
8762	243
8763	250
8764	256
8765	197
8766	236
8767	167
8768	172
8769	167
8770	208
8771	210
8772	210
8773	211
8774	214
8775	321
8776	323
8777	300
8778	301
8779	271
8780	167
8781	172
8782	174
8783	207
8784	209
8785	201
8786	193
8787	255
8788	272
8789	239
8790	271
8791	316
8792	300
8793	201
8794	166
8795	178
8796	207
8797	185
8798	190
8799	193
8800	204
8801	217
8802	304
8803	221
8804	221
8805	229
8806	231
8808	233
8807	233
8809	240
8810	278
8811	242
8812	242
8813	275
8814	267
8815	1
8816	210
8817	248
8818	198
8819	209
8820	254
8821	254
8822	292
8823	302
8824	276
8825	278
8826	171
8827	211
8828	325
8829	225
8830	233
8831	241
8832	167
8833	203
8834	161
8835	211
8836	286
8837	237
8838	344
8839	231
8840	236
8841	235
8842	188
8843	239
8844	241
8845	334
8846	234
8847	219
8848	237
8849	223
8850	282
8851	274
8853	274
8852	274
8854	244
8855	253
8856	223
8857	310
8858	314
8859	315
8860	270
8861	175
8862	175
8863	182
8864	206
8865	210
8866	216
8867	194
8868	258
8869	235
8870	248
8871	254
8872	338
8873	293
8874	294
8876	260
8875	260
8877	262
8878	265
8879	265
8880	222
8881	325
8882	333
8883	334
8884	327
8885	330
8886	301
8887	46
8888	66
8889	68
8890	221
8891	359
8892	369
8893	377
8894	377
8895	282
8896	282
8897	78
8898	153
8899	164
8900	165
8901	169
8902	172
8903	176
8904	283
8905	240
8906	325
8907	252
8908	272
8909	362
8910	368
8911	340
8912	346
8913	289
8914	319
8915	321
8916	242
8917	236
8918	237
8919	256
8920	259
8921	280
8922	284
8923	252
8924	353
8925	322
8926	389
8927	300
8928	294
8929	297
8931	251
8930	251
8932	264
8933	295
8934	295
8935	310
8936	309
8937	309
8938	311
8939	315
8941	411
8940	411
8943	344
8942	344
8945	349
8944	349
8946	233
8947	361
8948	348
8949	247
8950	255
8951	244
8952	250
8953	268
8954	287
8955	401
8956	406
8957	295
8958	299
8959	302
8960	311
8961	325
8962	252
8963	308
8964	308
8965	310
8966	319
8967	273
8968	363
8969	365
8970	297
8971	311
8972	322
8973	324
8974	325
8975	323
8976	325
8977	289
8978	293
8979	420
8980	423
8981	428
8983	432
8982	432
8984	319
8985	324
8986	304
8987	313
8988	328
8989	335
8990	359
8991	362
8992	377
8993	357
8994	370
8996	308
8995	308
8997	311
8998	311
8999	347
9000	365
9001	327
9002	338
9003	339
9004	387
9005	397
9006	368
9007	308
9008	445
9009	314
9010	444
9011	383
9012	392
9013	350
9014	355
9015	323
9016	449
9017	450
9018	372
9019	423
9020	423
9021	318
9022	428
9023	342
9024	344
9025	349
9026	113
9027	130
9028	333
9029	357
9030	332
9031	330
9032	331
9033	350
9034	403
9035	415
9036	350
9037	313
9038	440
9039	356
9040	340
9041	364
9042	374
9043	369
9044	363
9045	424
9046	338
9047	353
9048	349
9049	458
9050	462
9051	478
9052	382
9053	383
9054	385
9055	389
9056	394
9057	319
9058	323
9059	504
9060	505
9061	396
9062	434
9063	465
9064	475
9065	481
9066	396
9067	493
9068	496
9069	499
9070	444
9071	378
9072	381
9073	382
9074	374
9075	374
9076	383
9077	360
9078	458
9079	254
9080	259
9081	328
9082	452
9083	409
9084	419
9085	434
9086	387
9087	414
9088	420
9089	333
9090	337
9091	340
9092	351
9093	364
9094	389
9095	394
9096	411
9097	459
9098	461
9099	356
9100	141
9101	127
9102	20
9103	25
9104	42
9105	54
9106	54
9107	54
9108	58
9109	58
9110	89
9111	45
9112	40
9113	36
9114	.
9116	.
9115	32
9118	.
9117	.
9119	40
9120	.
9122	.
9121	.
9123	.
