iter	MultiClass
1507	0.0415271577
1508	0.04147928332
1509	0.04145855961
1510	0.04141924344
1511	0.04139562664
1512	0.04136589661
1513	0.04132776361
1514	0.0412878594
1515	0.04125624066
1516	0.04120668743
1517	0.04116148635
1518	0.04112029294
1519	0.04107783319
1520	0.04105522075
1521	0.04103203496
1522	0.04098756698
1523	0.04093449336
1524	0.04089474791
1525	0.04087239514
1526	0.04083994012
1527	0.04080096593
1528	0.04077316068
1529	0.04073467255
1530	0.04069026421
1531	0.04064690343
1532	0.0405969129
1533	0.0405580889
1534	0.04052679565
1535	0.04048306602
1536	0.04043927302
1537	0.04042419735
1538	0.04039862084
1539	0.04035865807
1540	0.04030875905
1541	0.0402791775
1542	0.04023655952
1543	0.04020142811
1544	0.04016914097
1545	0.04014636141
1546	0.04010691177
1547	0.04008312775
1548	0.0400331712
1549	0.04001181818
1550	0.03997120452
1551	0.0399379275
1552	0.03992472177
1553	0.03987374217
1554	0.03983424221
1555	0.03979572673
1556	0.03975068393
1557	0.03971743287
1558	0.03967057818
1559	0.03964686047
1560	0.03960151726
1561	0.03956883562
1562	0.03953470788
1563	0.03950028704
1564	0.03944222779
1565	0.0394085301
1566	0.0393773023
1567	0.0393512142
1568	0.03930634452
1569	0.03926271286
1570	0.03920256052
1571	0.0391815739
1572	0.03914039457
1573	0.03910259364
1574	0.03907869668
1575	0.03905314569
1576	0.03901297198
1577	0.03897013587
1578	0.03894182961
1579	0.03890885705
1580	0.03888282703
1581	0.03885186917
1582	0.03883143478
1583	0.03880063872
1584	0.03876799202
1585	0.03872997981
1586	0.03869479818
1587	0.03864350646
1588	0.0385989296
1589	0.03856801489
1590	0.03854729222
1591	0.03852018978
1592	0.03850304382
1593	0.03848556516
1594	0.03846184306
1595	0.03843535302
1596	0.03841309591
1597	0.03838383707
1598	0.03835528925
1599	0.03833609991
1600	0.03830120518
1601	0.03827066756
1602	0.03824284069
1603	0.03821956582
1604	0.03819373388
1605	0.03815879915
1606	0.03814155341
1607	0.03810270194
1608	0.0380567816
1609	0.03803231635
1610	0.03799865401
1611	0.03798650804
1612	0.03795704226
1613	0.03792935738
1614	0.03791614125
1615	0.03789516411
1616	0.03785262133
1617	0.0378285449
1618	0.03779731458
1619	0.03776398668
1620	0.03774170538
1621	0.03770029641
1622	0.03765360191
1623	0.03761491685
1624	0.03757393405
1625	0.0375484384
1626	0.03752767152
1627	0.03749092365
1628	0.03746271209
1629	0.03742801224
1630	0.03739700641
1631	0.03737027181
1632	0.03734233574
1633	0.0373161886
1634	0.0372920776
1635	0.03725621784
1636	0.03722216775
1637	0.03718896584
1638	0.03715447444
1639	0.03712474302
1640	0.03708123591
1641	0.0370613228
1642	0.03702532206
1643	0.03699491416
1644	0.03697875555
1645	0.03695010246
1646	0.03691425012
1647	0.03687459635
1648	0.03685446394
1649	0.03680612664
1650	0.03677900506
1651	0.03674844274
1652	0.03672139761
1653	0.03669202012
1654	0.03666995435
1655	0.03665112267
1656	0.03661646688
1657	0.03659418839
1658	0.03654212795
1659	0.03650780512
1660	0.03648426201
1661	0.03645112359
1662	0.03643072472
1663	0.03640733415
1664	0.03636779876
1665	0.03633867719
1666	0.03630449403
1667	0.03626744454
1668	0.03624341139
1669	0.03619568887
1670	0.03615749168
1671	0.03613496499
1672	0.03610956387
1673	0.03609641702
1674	0.03608468048
1675	0.03606162177
1676	0.03603257067
1677	0.03599888814
1678	0.03596631593
1679	0.03594619432
1680	0.03591877342
1681	0.03588744849
1682	0.03583028273
1683	0.03580285696
1684	0.03576660107
1685	0.03573653279
1686	0.03570386127
1687	0.0356694107
1688	0.03562894239
1689	0.03561600088
1690	0.03558785948
1691	0.03555615316
1692	0.03552776076
1693	0.0355025609
1694	0.03547695162
1695	0.03544436499
1696	0.03541953729
1697	0.0353817312
1698	0.03536279547
1699	0.03531505275
1700	0.03529284786
1701	0.03526995349
1702	0.03525393769
1703	0.0352157322
1704	0.03519737429
1705	0.03516372645
1706	0.03513759384
1707	0.03510901225
1708	0.03508466123
1709	0.03506258954
1710	0.035036385
1711	0.03500348249
1712	0.03497217124
1713	0.03495216741
1714	0.03490925387
1715	0.03489292242
1716	0.03486792895
1717	0.034844201
1718	0.03481716908
1719	0.03477080673
1720	0.03474190219
1721	0.0347148832
1722	0.03469470812
1723	0.03465823129
1724	0.03463808568
1725	0.03460377865
1726	0.03457278516
1727	0.03454868386
1728	0.03452331016
1729	0.03447485409
1730	0.03444682631
1731	0.03443255057
1732	0.03440129677
1733	0.03436704548
1734	0.03434159632
1735	0.03431297841
1736	0.03429078558
1737	0.03425912245
1738	0.03423730385
1739	0.03421925524
1740	0.03419701386
1741	0.03416000081
1742	0.03412995366
1743	0.03411194414
1744	0.03408199716
1745	0.03404839508
1746	0.03401817244
1747	0.03399799666
1748	0.03396750984
1749	0.03392429087
1750	0.03390056977
1751	0.03387469326
1752	0.03383829399
1753	0.03381579821
1754	0.03379102521
1755	0.03376548592
1756	0.033738466
1757	0.0337042023
1758	0.03368254642
1759	0.03366133037
1760	0.03363452535
1761	0.03360710891
1762	0.03357796264
1763	0.03355025485
1764	0.03352683869
1765	0.03350551834
1766	0.03348686057
1767	0.03346385762
1768	0.03342915901
1769	0.0334131455
1770	0.03339907535
1771	0.03337199617
1772	0.03333277743
1773	0.03331083126
1774	0.03329640929
1775	0.03327272399
1776	0.03325223009
1777	0.03321627831
1778	0.03318232883
1779	0.03316697211
1780	0.03314308899
1781	0.0331126219
1782	0.033083024
1783	0.03306750874
1784	0.03304811692
1785	0.03301312789
1786	0.03298759164
1787	0.03296759651
1788	0.03294527795
1789	0.03291593704
1790	0.03289332755
1791	0.0328620751
1792	0.03283198893
1793	0.03280408653
1794	0.0327892348
1795	0.03276394472
1796	0.03271800302
1797	0.03270939549
1798	0.03268964219
1799	0.03267205494
1800	0.03264931163
1801	0.03262787849
1802	0.03259307131
1803	0.03257660255
1804	0.03255859287
1805	0.03251021039
1806	0.03249566439
1807	0.03245519633
1808	0.03243275881
1809	0.03240666531
1810	0.03238004148
1811	0.03236900267
1812	0.03235274059
1813	0.03232147266
1814	0.03230198951
1815	0.03226927156
1816	0.03224903945
1817	0.03221976565
1818	0.0321832406
1819	0.0321441365
1820	0.03211646734
1821	0.03209337563
1822	0.03207405095
1823	0.0320584358
1824	0.03203011058
1825	0.03199403165
1826	0.03197482527
1827	0.03195907231
1828	0.03194429979
1829	0.03192837045
1830	0.03190848982
1831	0.03188971082
1832	0.0318755539
1833	0.03185467959
1834	0.03183717032
1835	0.03180475171
1836	0.03178733053
1837	0.03174995682
1838	0.03173746283
1839	0.03172419177
1840	0.03170460023
1841	0.0316797472
1842	0.03166463084
1843	0.031640413
1844	0.03162197607
1845	0.03159548363
1846	0.03157380545
1847	0.0315411476
1848	0.03151932524
1849	0.03150333281
1850	0.03148725291
1851	0.03146699365
1852	0.03143546377
1853	0.03141477357
1854	0.03139668489
1855	0.03136671392
1856	0.03134084442
1857	0.03132521565
1858	0.03130177318
1859	0.03129007668
1860	0.03127672127
1861	0.03124939728
1862	0.03124008896
1863	0.03122493665
1864	0.03119768167
1865	0.03116694399
1866	0.03114746802
1867	0.0311269224
1868	0.03109282642
1869	0.03106631552
1870	0.03104955726
1871	0.03102544112
1872	0.03100112161
1873	0.03097931231
1874	0.03096035688
1875	0.03093855696
1876	0.03091498564
1877	0.03090100616
1878	0.03087543607
1879	0.03084384217
1880	0.03081058757
1881	0.03078331981
1882	0.03077226432
1883	0.03075485939
1884	0.03072305877
1885	0.030707262
1886	0.03066959607
1887	0.03065088151
1888	0.03062747305
1889	0.0306008467
1890	0.03057771762
1891	0.03055158072
1892	0.03053351713
1893	0.03051669654
1894	0.03048763862
1895	0.03046674509
1896	0.03043718389
1897	0.03041432681
1898	0.03039160867
1899	0.03036853557
1900	0.03035694424
1901	0.03033440521
1902	0.03031616638
1903	0.03029933548
1904	0.03028666831
1905	0.03026495993
1906	0.03024818636
1907	0.03022749898
1908	0.03021712476
1909	0.03019750549
1910	0.03017572069
1911	0.03014955462
1912	0.03012903742
1913	0.03011357039
1914	0.03008820106
1915	0.03006957079
1916	0.03004867058
1917	0.03002782279
1918	0.03001326373
1919	0.03000224731
1920	0.02998865654
1921	0.02996969593
1922	0.02995304526
1923	0.02993366129
1924	0.02990453151
1925	0.02988521188
1926	0.0298652618
1927	0.0298457276
1928	0.02981702203
1929	0.02979764488
1930	0.02977553922
1931	0.02976418838
1932	0.02975026796
1933	0.02973106578
1934	0.02970350984
1935	0.02967378997
1936	0.0296568498
1937	0.02964255365
1938	0.02962151395
1939	0.02960554932
1940	0.02958579123
1941	0.02956468599
1942	0.02954247792
1943	0.02951542425
1944	0.02948524615
1945	0.02946983953
1946	0.0294475893
1947	0.02942876715
1948	0.02940444579
1949	0.02938776476
1950	0.02937227346
1951	0.02935611561
1952	0.0293367422
1953	0.02931605352
1954	0.02929865166
1955	0.02928143674
1956	0.02925748414
1957	0.02924422475
1958	0.02922944927
1959	0.02920347129
1960	0.02917868967
1961	0.02915121163
1962	0.02913074656
1963	0.02911416571
1964	0.02908963926
1965	0.02907080155
1966	0.02905125124
1967	0.02903209981
1968	0.0290195008
1969	0.02899872367
1970	0.02897194163
1971	0.02895424326
1972	0.02894005156
1973	0.02891450053
1974	0.02889983252
1975	0.02888105371
1976	0.0288601592
1977	0.02884638959
1978	0.02882818896
1979	0.02879358935
1980	0.02877300678
1981	0.02875029818
1982	0.02873441408
1983	0.02870792373
1984	0.02868414012
1985	0.02866338562
1986	0.02864556347
1987	0.02863183611
1988	0.02861273212
1989	0.02860292978
1990	0.02858146281
1991	0.02857270639
1992	0.0285573077
1993	0.02854363944
1994	0.02853212252
1995	0.02851217201
1996	0.02848018474
1997	0.02846149875
1998	0.02843874058
1999	0.02842733155
2000	0.02841339311
2001	0.02838317691
2002	0.0283499389
2003	0.02833263945
2004	0.02831603769
2005	0.02830215421
2006	0.02828573084
2007	0.02826449812
2008	0.02824327192
2009	0.02821688958
2010	0.02819809754
2011	0.02817640582
2012	0.02815354668
2013	0.02813522963
2014	0.0281105567
2015	0.02808944618
2016	0.02807461588
2017	0.02805871079
2018	0.02803888634
2019	0.02801165084
2020	0.02799988199
2021	0.02798744248
2022	0.02797994932
2023	0.0279708276
2024	0.02795675494
2025	0.02794125838
2026	0.02792681417
2027	0.02790882237
2028	0.02788941281
2029	0.02787914199
2030	0.02785976291
2031	0.02783998977
2032	0.02782369849
2033	0.02780129822
2034	0.02776935742
2035	0.02776269068
2036	0.02774678731
2037	0.02772257051
2038	0.02770265614
2039	0.02769299572
2040	0.02767282758
2041	0.02766392313
2042	0.02763962532
2043	0.02761911916
2044	0.0276065065
2045	0.02759369594
2046	0.02757967814
2047	0.02756109294
2048	0.02754679699
2049	0.02753637558
2050	0.0275117632
2051	0.02749590273
2052	0.02746930077
2053	0.02745062509
2054	0.0274418746
2055	0.02742557112
2056	0.02741003286
2057	0.02738277962
2058	0.02736201566
2059	0.02733738604
2060	0.02732212011
2061	0.02730749811
2062	0.02728850397
2063	0.02727139807
2064	0.0272510674
2065	0.02724137884
2066	0.0272221346
2067	0.02721116408
2068	0.02719895051
2069	0.02718452037
2070	0.02717744825
2071	0.02715971212
2072	0.02714264352
2073	0.02713293152
2074	0.02711703142
2075	0.02710432682
2076	0.02707427795
2077	0.02705992176
2078	0.02704857362
2079	0.02702690088
2080	0.02700250675
2081	0.02698715708
2082	0.02697519378
2083	0.02696406146
2084	0.02694831907
2085	0.02692933199
2086	0.02691286301
2087	0.02689958497
2088	0.0268851949
2089	0.02686454981
2090	0.02685310387
2091	0.02683682777
2092	0.02681642469
2093	0.02680479
2094	0.02679195034
2095	0.02677810353
2096	0.02676229995
2097	0.02674692617
2098	0.02672836956
2099	0.02671576007
2100	0.02669998009
2101	0.02668316767
2102	0.02666926718
2103	0.02665176701
2104	0.02663988188
2105	0.02662822509
2106	0.02660920976
2107	0.02658885134
2108	0.02656198876
2109	0.026547881
2110	0.0265311661
2111	0.02651683684
2112	0.02649529693
2113	0.02648369392
2114	0.02646877461
2115	0.02645381887
2116	0.02643558284
2117	0.02641353434
2118	0.02639152399
2119	0.02638292974
2120	0.0263743792
2121	0.02636476327
2122	0.02635004912
2123	0.0263460056
2124	0.02632995022
2125	0.02630971583
2126	0.02629495769
2127	0.02627619432
2128	0.0262551086
2129	0.02623727784
2130	0.02622506565
2131	0.0262057196
2132	0.02618970229
2133	0.02617845766
2134	0.02615887259
2135	0.02613591208
2136	0.02612527688
2137	0.02611194248
2138	0.02610124334
2139	0.02608721615
2140	0.02607160326
2141	0.02605921838
2142	0.02604978448
2143	0.02602856134
2144	0.02600527543
2145	0.02598038139
2146	0.02596201185
2147	0.02594404427
2148	0.02591968902
2149	0.02590153003
2150	0.02588460176
2151	0.02587061747
2152	0.02586857215
2153	0.02585114527
2154	0.02583877401
2155	0.02581786663
2156	0.02579358666
2157	0.02577124805
2158	0.02575705443
2159	0.02573496549
2160	0.02572003547
2161	0.02570285157
2162	0.02569458551
2163	0.02567991591
2164	0.02566919299
2165	0.02564423663
2166	0.02562660936
2167	0.02561388982
2168	0.02560531169
2169	0.02558828488
2170	0.02557561172
2171	0.02555755817
2172	0.02554577575
2173	0.02552946894
2174	0.02550844422
2175	0.02549258396
2176	0.02547698182
2177	0.02546197899
2178	0.02544623437
2179	0.02543426986
2180	0.02541454868
2181	0.02540865461
2182	0.02539331662
2183	0.02537721242
2184	0.02535973423
2185	0.0253426331
2186	0.02532808136
2187	0.02531173725
2188	0.02529558081
2189	0.02527959663
2190	0.02526581724
2191	0.02525376964
2192	0.02523780329
2193	0.02522371536
2194	0.02521210941
2195	0.02518969937
2196	0.02516758748
2197	0.02515459571
2198	0.02514045649
2199	0.02512225275
2200	0.02510829067
2201	0.02508781985
2202	0.02507520772
2203	0.02507116181
2204	0.02505663117
2205	0.02504172809
2206	0.02502372906
2207	0.02500591416
2208	0.02499184524
2209	0.02497472795
2210	0.02495504917
2211	0.0249398398
2212	0.02492544689
2213	0.02490902025
2214	0.02489387384
2215	0.02487857211
2216	0.02486325691
2217	0.02484530979
2218	0.02483119902
2219	0.0248202747
2220	0.02481161848
2221	0.02479561487
2222	0.02477844462
2223	0.02476149961
2224	0.02474112815
2225	0.02472139311
2226	0.02471243114
2227	0.02469930919
2228	0.02468742652
2229	0.02467872197
2230	0.02466595189
2231	0.02464622828
2232	0.02462990711
2233	0.02461767127
2234	0.02459860272
2235	0.02458440025
2236	0.02457270714
2237	0.02455582635
2238	0.02454340705
2239	0.02452974378
2240	0.02451235307
2241	0.02449397053
2242	0.02447741465
2243	0.02445603192
2244	0.024442043
2245	0.02443579922
2246	0.02442359718
2247	0.02440743819
2248	0.02439796452
2249	0.02438577374
2250	0.02437547587
2251	0.02436129403
2252	0.0243536663
2253	0.02433528265
2254	0.02432005962
2255	0.02430971047
2256	0.02430091583
2257	0.02428494934
2258	0.02427480903
2259	0.02425708156
2260	0.02425117517
2261	0.02423304521
2262	0.02422414853
2263	0.02420639421
2264	0.02419099489
2265	0.02416831426
2266	0.02415810888
2267	0.02414769891
2268	0.02413542905
2269	0.02412638166
2270	0.02411458962
2271	0.02409890074
2272	0.02408976554
2273	0.02407939072
2274	0.02406203451
2275	0.02404476568
2276	0.02402844083
2277	0.02401271557
2278	0.02399799501
2279	0.0239901914
2280	0.02397807181
2281	0.02396691378
2282	0.02395523853
2283	0.02393565759
2284	0.02392530217
2285	0.02390970774
2286	0.02389984471
2287	0.0238861459
2288	0.02386602744
2289	0.02385297622
2290	0.02383824114
2291	0.02382849105
2292	0.02382096256
2293	0.02380970629
2294	0.02379436276
2295	0.02378523767
2296	0.02377026489
2297	0.02375381868
2298	0.02373827229
2299	0.02372880159
2300	0.02371707406
2301	0.02370339709
2302	0.02369668204
2303	0.02368250223
2304	0.02366913461
2305	0.0236601713
2306	0.02364867898
2307	0.02363343817
2308	0.02362073465
2309	0.02360877267
2310	0.02359438038
2311	0.02358546415
2312	0.02356970159
2313	0.02355208569
2314	0.02354013729
2315	0.02352546964
2316	0.02351190087
2317	0.02349823131
2318	0.02348747013
2319	0.02347727312
2320	0.02346478128
2321	0.0234421435
2322	0.023431221
2323	0.02341772636
2324	0.02340187598
2325	0.02338539414
2326	0.02337206748
2327	0.02336087758
2328	0.02334892087
2329	0.02333748515
2330	0.02332276248
2331	0.02330923215
2332	0.0232896158
2333	0.02327846789
2334	0.02326539256
2335	0.02324528342
2336	0.0232294252
2337	0.02322249966
2338	0.02320564404
2339	0.02319574932
2340	0.0231833518
2341	0.02316812576
2342	0.02315853987
2343	0.02314687843
2344	0.0231360856
2345	0.02311515107
2346	0.02310398953
2347	0.02309411657
2348	0.02307653685
2349	0.02306798353
2350	0.0230595362
2351	0.02304493373
2352	0.02302129888
2353	0.02301345664
2354	0.02300445861
2355	0.02299410663
2356	0.02297274132
2357	0.02295693627
2358	0.02294032853
2359	0.02292769888
2360	0.02291218596
2361	0.02289830899
2362	0.02288627277
2363	0.02286590424
2364	0.02286056377
2365	0.02284836483
2366	0.02283939703
2367	0.02282703976
2368	0.02281735813
2369	0.02280296254
2370	0.0227957405
2371	0.02277195681
2372	0.022758554
2373	0.02274385678
2374	0.0227278696
2375	0.02271798991
2376	0.02270813251
2377	0.02270281353
2378	0.02269019453
2379	0.02267499146
2380	0.02266718097
2381	0.02265372136
2382	0.02263591231
2383	0.02261869553
2384	0.0226065553
2385	0.02260058498
2386	0.02258807233
2387	0.02257380761
2388	0.02255529648
2389	0.02254479965
2390	0.02253269099
2391	0.02251568944
2392	0.02250253665
2393	0.02248551691
2394	0.02247876049
2395	0.02246934471
2396	0.02245472999
2397	0.02244286482
2398	0.02242655007
2399	0.02241476942
2400	0.0224012466
2401	0.02238233844
2402	0.0223644206
2403	0.02234962179
2404	0.02233368323
2405	0.02231318119
2406	0.02229800154
2407	0.02228519492
2408	0.02226905173
2409	0.02225792567
2410	0.02224615686
2411	0.02223111837
2412	0.02221379325
2413	0.02220238245
2414	0.02219087537
2415	0.02217602597
2416	0.022162375
2417	0.02215378633
2418	0.02214158444
2419	0.02212498371
2420	0.02211085608
2421	0.0221007898
2422	0.02208856815
2423	0.02207268321
2424	0.02205682475
2425	0.022049114
2426	0.0220344349
2427	0.02200682034
2428	0.02199588841
2429	0.02198364984
2430	0.02197300346
2431	0.02196350817
2432	0.0219550973
2433	0.02194279706
2434	0.02192460764
2435	0.02190833072
2436	0.02189622604
2437	0.02188383123
2438	0.02187416246
2439	0.02186311668
2440	0.02184989691
2441	0.02183856219
2442	0.02183283743
2443	0.02181816591
2444	0.02180794476
2445	0.02179580565
2446	0.0217835379
2447	0.02177085545
2448	0.02175708983
2449	0.02174738915
2450	0.02173365475
2451	0.02172001556
2452	0.0217049188
2453	0.02168993515
2454	0.02168154344
2455	0.02166821793
2456	0.02165339797
2457	0.02164551793
2458	0.02163732433
2459	0.02162875897
2460	0.02162152657
2461	0.02161364747
2462	0.02160563045
2463	0.02159207254
2464	0.02158736073
2465	0.02157694568
2466	0.02156629197
2467	0.02155914951
2468	0.0215473357
2469	0.0215375484
2470	0.02152390432
2471	0.02151706628
2472	0.02150910898
2473	0.02149337556
2474	0.02149000065
2475	0.02147463411
2476	0.02145860154
2477	0.02144830845
2478	0.02143209244
2479	0.0214274573
2480	0.0214151211
2481	0.02140726078
2482	0.021387614
2483	0.02136928963
2484	0.02135692129
2485	0.02133934759
2486	0.02133147217
2487	0.02132383599
2488	0.02130721521
2489	0.02129588588
2490	0.02128298102
2491	0.02127823582
2492	0.02126785638
2493	0.02125367044
2494	0.02124422221
2495	0.0212386145
2496	0.02122907402
2497	0.02121816454
2498	0.02120477785
2499	0.02119477608
2500	0.021184358
2501	0.02117054263
2502	0.02116101241
2503	0.0211529608
2504	0.0211409279
2505	0.0211333313
2506	0.02111784572
2507	0.02110540051
2508	0.02109572595
2509	0.02108319271
2510	0.02106873365
2511	0.02105564617
2512	0.02105108157
2513	0.02104176801
2514	0.02103057656
2515	0.0210180268
2516	0.02101108618
2517	0.02100238471
2518	0.02099289643
2519	0.02098240308
2520	0.02097477915
2521	0.02096040319
2522	0.02094354169
2523	0.02092903484
2524	0.0209194701
2525	0.02091192829
2526	0.02089861481
2527	0.02088922501
2528	0.02087077267
2529	0.02085966545
2530	0.02085444615
2531	0.02084294034
2532	0.02082761902
2533	0.02081823139
2534	0.0208071845
2535	0.02079976165
2536	0.02078682213
2537	0.02077218167
2538	0.02076030669
2539	0.02075063588
2540	0.0207357737
2541	0.02072891803
2542	0.02071696682
2543	0.02070627471
2544	0.02069175946
2545	0.02067943641
2546	0.02066665363
2547	0.02065669007
2548	0.02064306291
2549	0.02063646652
2550	0.02061969442
2551	0.02061198523
2552	0.0205972295
2553	0.02058880512
2554	0.02058348214
2555	0.02057082828
2556	0.02056360214
2557	0.02055157216
2558	0.02054197891
2559	0.0205338406
2560	0.02052249398
2561	0.02051214039
2562	0.0205015489
2563	0.02049360292
2564	0.02048415435
2565	0.02047319775
2566	0.02046276112
2567	0.02045570466
2568	0.02044776931
2569	0.02043658264
2570	0.02042618242
2571	0.02041691887
2572	0.02040636878
2573	0.02039384349
2574	0.02037557221
2575	0.02036295129
2576	0.02035417859
2577	0.02034744856
2578	0.02033996066
2579	0.02032811766
2580	0.02031743192
2581	0.02030416075
2582	0.0202928323
2583	0.02028520601
2584	0.02027562292
2585	0.02026408401
2586	0.02025308295
2587	0.02024315991
2588	0.0202305036
2589	0.0202214463
2590	0.02020562923
2591	0.02019761984
2592	0.02018582131
2593	0.02018050179
2594	0.0201724663
2595	0.02016348499
2596	0.02015039622
2597	0.02014404423
2598	0.02013024709
2599	0.02011854957
2600	0.0201065381
2601	0.02009706796
2602	0.0200879015
2603	0.02007863368
2604	0.02006892598
2605	0.02005473762
2606	0.0200487541
2607	0.02003929113
2608	0.02002934274
2609	0.02001342569
2610	0.02000069856
2611	0.01998905579
2612	0.01997156128
2613	0.01996247641
2614	0.01994727458
2615	0.01993808926
2616	0.0199288451
2617	0.01991589386
2618	0.01990140196
2619	0.01989507908
2620	0.01988123499
2621	0.01986751759
2622	0.01985803339
2623	0.01984716277
2624	0.01984078223
2625	0.01983102769
2626	0.01981948934
2627	0.01981101776
2628	0.01979991103
2629	0.01979179086
2630	0.01978080084
2631	0.01976950972
2632	0.01976122453
2633	0.01975451306
2634	0.01974442693
2635	0.0197367371
2636	0.01973004363
2637	0.01972075432
2638	0.01970830836
2639	0.01970023288
2640	0.01968886671
2641	0.01967839749
2642	0.01966900135
2643	0.01966162826
2644	0.01964954233
2645	0.01964076382
2646	0.01963553206
2647	0.0196267881
2648	0.0196148836
2649	0.01960503832
2650	0.0195989424
2651	0.01959296318
2652	0.01957767873
2653	0.01956844584
2654	0.01955774706
2655	0.01954641386
2656	0.01953962734
2657	0.0195294548
2658	0.0195157739
2659	0.01950951438
2660	0.01950045803
2661	0.01949490431
2662	0.01948569516
2663	0.01947619186
2664	0.01946269878
2665	0.01945565481
2666	0.01944300753
2667	0.01943557989
2668	0.01942535747
2669	0.01941412861
2670	0.01940914591
2671	0.01939995093
2672	0.0193906948
2673	0.01938166026
2674	0.01937414154
2675	0.01936410264
2676	0.01935423685
2677	0.01934536268
2678	0.0193359064
2679	0.01932940076
2680	0.01931877334
2681	0.01930789226
2682	0.01929898297
2683	0.01928983309
2684	0.01928474221
2685	0.0192758489
2686	0.01926952679
2687	0.01926070782
2688	0.01924850377
2689	0.01923864264
2690	0.0192269475
2691	0.01921886541
2692	0.01921292738
2693	0.0192070272
2694	0.01919335475
2695	0.01918721832
2696	0.01918107008
2697	0.01917112882
2698	0.01916006184
2699	0.01914735852
2700	0.01914236423
2701	0.01913584432
2702	0.01912543832
2703	0.01911431712
2704	0.01911065731
2705	0.01909889208
2706	0.01908752341
2707	0.01907708856
2708	0.01906487327
2709	0.01905643076
2710	0.01904444881
2711	0.01903222141
2712	0.01902410632
2713	0.01901503412
2714	0.01900595771
2715	0.0189985735
2716	0.01899069411
2717	0.01898042018
2718	0.01896780582
2719	0.01896048627
2720	0.01895064856
2721	0.01894346167
2722	0.01893252048
2723	0.0189244246
2724	0.0189092643
2725	0.01890201713
2726	0.01889338703
2727	0.01888251185
2728	0.0188745735
2729	0.0188669312
2730	0.01885558637
2731	0.01884667104
2732	0.01883799892
2733	0.01883111286
2734	0.01881733452
2735	0.01880455638
2736	0.01879542872
2737	0.01878663331
2738	0.01878222918
2739	0.01876979957
2740	0.01875877265
2741	0.01874716384
2742	0.0187370643
2743	0.01872922503
2744	0.01872199
2745	0.01871176599
2746	0.01870458875
2747	0.01869507365
2748	0.01868744821
2749	0.01868064752
2750	0.01867186079
2751	0.01866037486
2752	0.01865019346
2753	0.01864531849
2754	0.01863503161
2755	0.01862954889
2756	0.01862289123
2757	0.01861062968
2758	0.01859662127
2759	0.0185816084
2760	0.01856996678
2761	0.01856376635
2762	0.01855198807
2763	0.01854206052
2764	0.01853556361
2765	0.01852964648
2766	0.0185214876
2767	0.01851143022
2768	0.01850191371
2769	0.0184898127
2770	0.01848403257
2771	0.01847494373
2772	0.01846699523
2773	0.01846184509
2774	0.01845400942
2775	0.01845081298
2776	0.0184424896
2777	0.01843266765
2778	0.01842656237
2779	0.0184202778
2780	0.0184160417
2781	0.01840955099
2782	0.01840135477
2783	0.01839153812
2784	0.01838492238
2785	0.01837879486
2786	0.01836529474
2787	0.01835592915
2788	0.01834594715
2789	0.01833680514
2790	0.01832724922
2791	0.01831980212
2792	0.01830724234
2793	0.01830274902
2794	0.01829837423
2795	0.0182865175
2796	0.01827643217
2797	0.01826475449
2798	0.01825849534
2799	0.01824907542
2800	0.01823882443
2801	0.01822752203
2802	0.01821900312
2803	0.01821333703
2804	0.01820632093
2805	0.01819633402
2806	0.01818523319
2807	0.01817189001
2808	0.01816335075
2809	0.01815329312
2810	0.01814401888
2811	0.01813452583
2812	0.01812602918
2813	0.0181174608
2814	0.01811022299
2815	0.01810285856
2816	0.01809446127
2817	0.01808511264
2818	0.01807699379
2819	0.01806693373
2820	0.01805999291
2821	0.01805267532
2822	0.01804257292
2823	0.01803223125
2824	0.01802450846
2825	0.01801585675
2826	0.01800789022
2827	0.01800222543
2828	0.01799211367
2829	0.01798067296
2830	0.01797454011
2831	0.01796494434
2832	0.01796124875
2833	0.0179544299
2834	0.01794086748
2835	0.01793330121
2836	0.01792148318
2837	0.01791362475
2838	0.01790845909
2839	0.01789945198
2840	0.01788581594
2841	0.01788117631
2842	0.0178732672
2843	0.01786495634
2844	0.01784956896
2845	0.01784117639
2846	0.01782789634
2847	0.01781523194
2848	0.01780817409
2849	0.01780072621
2850	0.01779292436
2851	0.01778194851
2852	0.01777689481
2853	0.0177720778
2854	0.01776647114
2855	0.0177572724
2856	0.01775442425
2857	0.01774221798
2858	0.01773367914
2859	0.0177260081
2860	0.01771899765
2861	0.0177105748
2862	0.01770312043
2863	0.01769619753
2864	0.01768915227
2865	0.01768068871
2866	0.01767435839
2867	0.01766603539
2868	0.0176570164
2869	0.01764782667
2870	0.01763647482
2871	0.01762310628
2872	0.0176129449
2873	0.01760036103
2874	0.01759330284
2875	0.01759059431
2876	0.01758002602
2877	0.01757419122
2878	0.01756691458
2879	0.01756210003
2880	0.01755067257
2881	0.01754237141
2882	0.01753521532
2883	0.01752696005
2884	0.01751897255
2885	0.01751207932
2886	0.01750622035
2887	0.01749034985
2888	0.01748318727
2889	0.01747501473
2890	0.01746672989
2891	0.01746108867
2892	0.01745501452
2893	0.01744660389
2894	0.01744299456
2895	0.01743490663
2896	0.01742692361
2897	0.01741712627
2898	0.01740757081
2899	0.01739660578
2900	0.01739141039
2901	0.01738092228
2902	0.0173725929
2903	0.01736304809
2904	0.01735496041
2905	0.0173491183
2906	0.01734000268
