iter	MultiClass
474	0.1751689476
475	0.1747305813
476	0.1743046611
477	0.1740848854
478	0.1736447281
479	0.173358156
480	0.1728329004
481	0.1724041426
482	0.1720132247
483	0.1716163145
484	0.1710488612
485	0.1707504679
486	0.1703899603
487	0.1699624561
488	0.169235985
489	0.1689145602
490	0.1685061355
491	0.1681604491
492	0.1677698518
493	0.1673425073
494	0.1670759301
495	0.1668038504
496	0.1665143393
497	0.1660820196
498	0.1655027241
499	0.1648014509
500	0.1646101614
501	0.1642049856
502	0.1639261218
503	0.1636181255
504	0.1632503121
505	0.1629385342
506	0.1626225373
507	0.1624375217
508	0.162144366
509	0.1617542876
510	0.1613305963
511	0.1609709848
512	0.1607225725
513	0.1603965386
514	0.1601150196
515	0.1598638306
516	0.1595616161
517	0.1592520926
518	0.158840399
519	0.1584440299
520	0.1579799755
521	0.1577776273
522	0.1573727036
523	0.1570604662
524	0.1567883311
525	0.1565118342
526	0.1560763537
527	0.1555247863
528	0.1552253615
529	0.1549175503
530	0.1546757871
531	0.1543511657
532	0.1539421962
533	0.1537078838
534	0.1534078482
535	0.15325174
536	0.1528768702
537	0.152590126
538	0.1522018986
539	0.1519249731
540	0.1515993489
541	0.1513868495
542	0.1511283796
543	0.1509377545
544	0.1506846981
545	0.1503768197
546	0.1502561185
547	0.1496769412
548	0.1493938533
549	0.1489614599
550	0.148763671
551	0.1483521949
552	0.1480639048
553	0.1476928793
554	0.147496989
555	0.1469623366
556	0.1467576434
557	0.1464163928
558	0.1459719895
559	0.1456554588
560	0.1454055067
561	0.1451433112
562	0.1448790063
563	0.1446110549
564	0.1442911655
565	0.1438903802
566	0.143614755
567	0.143230871
568	0.1430039514
569	0.1428050217
570	0.1423924134
571	0.1419709553
572	0.1416692675
573	0.1412847893
574	0.1409956505
575	0.1406454479
576	0.1402829036
577	0.1399198148
578	0.1396318832
579	0.139367935
580	0.139007242
581	0.1387618197
582	0.1385865591
583	0.1382746015
584	0.1379377709
585	0.1375572637
586	0.1373802368
587	0.1371718386
588	0.1368465345
589	0.1366125586
590	0.1363728747
591	0.1360648465
592	0.1358838182
593	0.1355670239
594	0.1353131416
595	0.1349674316
596	0.1347052716
597	0.1343207349
598	0.1340024347
599	0.1337073695
600	0.1335488006
601	0.1333637836
602	0.1331155692
603	0.132974725
604	0.1327295405
605	0.1324969219
606	0.1321656431
607	0.131890058
608	0.1316724174
609	0.131442227
610	0.1313197093
611	0.1311002408
612	0.1308340231
613	0.1304740537
614	0.1302919331
615	0.130130777
616	0.1299517732
617	0.1298460597
618	0.1295646994
619	0.1293297207
620	0.129122189
621	0.1288275744
622	0.1286369967
623	0.1282931631
624	0.1279593574
625	0.1277511428
626	0.1274914088
627	0.127316242
628	0.1270988049
629	0.1268918828
630	0.12660969
631	0.126406177
632	0.1262250911
633	0.1258821658
634	0.1257408994
635	0.1254613455
636	0.1251783157
637	0.1249586904
638	0.124805289
639	0.1246299209
640	0.1244556911
641	0.1242671837
642	0.124122618
643	0.1238616274
644	0.1235820145
645	0.1232059252
646	0.1229510992
647	0.1227264666
648	0.1224106388
649	0.1222443651
650	0.1220144035
651	0.1218461214
652	0.1217151801
653	0.121436311
654	0.1212017116
655	0.1209819909
656	0.1207000478
657	0.1204870781
658	0.1202523653
659	0.1201088519
660	0.1198938939
661	0.1197453265
662	0.1194834558
663	0.1192704537
664	0.1190208028
665	0.118861754
666	0.1186419708
667	0.1184551498
668	0.1182712683
669	0.1181214396
670	0.1178921889
671	0.1177288412
672	0.1175387037
673	0.1173213394
674	0.1171167313
675	0.1168290213
676	0.1164987517
677	0.1163618246
678	0.1161871676
679	0.1159140298
680	0.1158460514
681	0.1156528394
682	0.1154208381
683	0.1152426112
684	0.1150695284
685	0.1149232186
686	0.1146932388
687	0.1145328998
688	0.1143471979
689	0.1142166878
690	0.11400967
691	0.113911058
692	0.1136857495
693	0.1135638557
694	0.1133748324
695	0.1131729074
696	0.1130392388
697	0.1128998511
698	0.1126679537
699	0.112429854
700	0.112335396
701	0.1121769575
702	0.1119409566
703	0.1117277604
704	0.1115706726
705	0.1114373844
706	0.111202125
707	0.1110605805
708	0.110811569
709	0.1106508193
710	0.1105305775
711	0.1103521737
712	0.1102609243
713	0.1101552321
714	0.1098526058
715	0.1096319501
716	0.1092153032
717	0.1089993347
718	0.1088322342
719	0.1087817444
720	0.1085495365
721	0.1084036771
722	0.1082610742
723	0.1080690703
724	0.1078344572
725	0.1076444989
726	0.1075412943
727	0.1073865345
728	0.1072657293
729	0.1070748164
730	0.1068576209
731	0.1065786073
732	0.106525099
733	0.1063379543
734	0.1061397171
735	0.1060404095
736	0.1057885158
737	0.105571051
738	0.1054223444
739	0.105225132
740	0.1050957683
741	0.1049901334
742	0.1047316452
743	0.1046240134
744	0.1044255144
745	0.1041985821
746	0.1040945306
747	0.1039456657
748	0.1037038886
749	0.1034806787
750	0.1033502323
751	0.1031998221
752	0.103039246
753	0.1029014833
754	0.1027395281
755	0.1025855483
756	0.1024555119
757	0.1022882217
758	0.1021087376
759	0.1019100601
760	0.1017076045
761	0.1015349589
762	0.1013430006
763	0.101197298
764	0.1011076968
765	0.1008991471
766	0.1007349778
767	0.1005890928
768	0.1003453119
769	0.1000708029
770	0.09985137181
771	0.09961444991
772	0.09950230247
773	0.09930836975
774	0.09912110147
775	0.09891591509
776	0.09873781492
777	0.09855423155
778	0.09838117234
779	0.09820799224
780	0.09798288485
781	0.09785938956
782	0.09765022661
783	0.09754934579
784	0.09741638312
785	0.09731127794
786	0.09718377764
787	0.0970485347
788	0.09683308812
789	0.09660115985
790	0.09649630261
791	0.09639297836
792	0.09629619026
793	0.09617771729
794	0.09607016491
795	0.09597042213
796	0.09581517423
797	0.09562920358
798	0.09550627263
799	0.09542048115
800	0.09524868829
801	0.09509623756
802	0.09492278497
803	0.09476371992
804	0.09466816219
805	0.09452858891
806	0.09435160827
807	0.09420530932
808	0.09400252311
809	0.09391316694
810	0.09375775755
811	0.09364706635
812	0.09348005617
813	0.09337446013
814	0.09325598069
815	0.09309231912
816	0.09295317815
817	0.09282478402
818	0.09266463219
819	0.09252839478
820	0.09237816728
821	0.09216370331
822	0.09203528219
823	0.09188261989
824	0.09173805733
825	0.09155108732
826	0.09138878979
827	0.09127347682
828	0.09114181357
829	0.09100096831
830	0.09093317647
831	0.09081907742
832	0.09063568462
833	0.09056337411
834	0.0903579059
835	0.09024552573
836	0.09010104545
837	0.09000239457
838	0.08981739521
839	0.0896209507
840	0.08950918876
841	0.08940123374
842	0.08933072071
843	0.08918442657
844	0.08903469823
845	0.08893254005
846	0.08881308929
847	0.08869981395
848	0.08846254427
849	0.08836062845
850	0.08823802201
851	0.08814040178
852	0.08800731184
853	0.08782058948
854	0.08768562929
855	0.08757711962
856	0.08743064693
857	0.08736361822
858	0.08717008781
859	0.08707821816
860	0.08702673907
861	0.08691660907
862	0.08676573456
863	0.08668598665
864	0.08663211498
865	0.08653930742
866	0.08642015734
867	0.08626780349
868	0.08621700961
869	0.08608009516
870	0.08593436403
871	0.08589114937
872	0.08579482206
873	0.08563978685
874	0.08554772758
875	0.08537119957
876	0.08529070296
877	0.08519168562
878	0.08500875034
879	0.08484751846
880	0.08470618906
881	0.08458832465
882	0.08439534257
883	0.08427747625
884	0.08409101543
885	0.08398767425
886	0.08387515512
887	0.08376613684
888	0.08362599699
889	0.08352572104
890	0.08339027631
891	0.08318001275
892	0.08306059126
893	0.08297177482
894	0.08287433021
895	0.08275511231
896	0.08265709107
897	0.08255617828
898	0.08246692681
899	0.08229283247
900	0.08216287685
901	0.08206583632
902	0.08186726783
903	0.08173971803
904	0.08162041435
905	0.08150291843
906	0.08140763801
907	0.0813224382
908	0.08124919056
909	0.08112495314
910	0.08094938413
911	0.08086185386
912	0.08074737043
913	0.08067650643
914	0.08057300308
915	0.08045056351
916	0.08033582407
917	0.08024121082
918	0.08009599715
919	0.07991999274
920	0.07978386236
921	0.07970307166
922	0.07958641813
923	0.07945712718
924	0.07928318294
925	0.07914460547
926	0.07904831721
927	0.07895369916
928	0.07887426014
929	0.07875188654
930	0.0786875873
931	0.07854672679
932	0.07841015104
933	0.07835109398
934	0.07821506485
935	0.07811811579
936	0.07802588275
937	0.07791665218
938	0.07781738764
939	0.07767407748
940	0.07755128867
941	0.07744235596
942	0.07733564292
943	0.07720430956
944	0.07708509076
945	0.0769982709
946	0.07693442408
947	0.07689048151
948	0.07678095657
949	0.07667903552
950	0.0765783117
951	0.07648643887
952	0.07638326651
953	0.07629331889
954	0.07623693592
955	0.07614171056
956	0.07604697186
957	0.07597700286
958	0.07583806639
959	0.0757813266
960	0.07565309739
961	0.07547296596
962	0.07537059879
963	0.07526953242
964	0.07516150012
965	0.07506638534
966	0.07499963334
967	0.07491699242
968	0.07482031125
969	0.07471174811
970	0.07463338905
971	0.07453444645
972	0.07446310189
973	0.07433729426
974	0.07421495533
975	0.0741341815
976	0.07398357699
977	0.07388858831
978	0.07382197493
979	0.07373733281
980	0.07366642589
981	0.07355601977
982	0.0734927947
983	0.07336716583
984	0.07328419013
985	0.07313524284
986	0.07305312106
987	0.07296077364
988	0.07289347935
989	0.07276537622
990	0.07266393751
991	0.07258949211
992	0.07244967039
993	0.07234810615
994	0.07224838314
995	0.07219335867
996	0.07211161255
997	0.07203576107
998	0.07198382186
999	0.07183762278
1000	0.07177378864
1001	0.07164620275
1002	0.07159821725
1003	0.07151964766
1004	0.0714764136
1005	0.07135446742
1006	0.07132223225
1007	0.07119487814
1008	0.07110379714
1009	0.07097947805
1010	0.07089759873
1011	0.0708522065
1012	0.07068162928
1013	0.07055928569
1014	0.07047765824
1015	0.07042622275
1016	0.07033260642
1017	0.07024139179
1018	0.07020906627
1019	0.07016079321
1020	0.0700575426
1021	0.06995000543
1022	0.06986982432
1023	0.06976135474
1024	0.06964576883
1025	0.06957780928
1026	0.0695071774
1027	0.06938775551
1028	0.0692848599
1029	0.06923036477
1030	0.06915473392
1031	0.06906658819
1032	0.06888069196
1033	0.06877812258
1034	0.06867660607
1035	0.06862122425
1036	0.06847749834
1037	0.06834689103
1038	0.06824395561
1039	0.06817366988
1040	0.06806536931
1041	0.06798180917
1042	0.06788203103
1043	0.06777975157
1044	0.06770982201
1045	0.06767150259
1046	0.06758270114
1047	0.0675281578
1048	0.0674194124
1049	0.06730838633
1050	0.06721022345
1051	0.06711849618
1052	0.06704218527
1053	0.06700138864
1054	0.06689452128
1055	0.06680257026
1056	0.06671495376
1057	0.06660613485
1058	0.06656086368
1059	0.0664951914
1060	0.06642038049
1061	0.0662776851
1062	0.06618026032
1063	0.06611835795
1064	0.06605195103
1065	0.06597351086
1066	0.06590469939
1067	0.06584393857
1068	0.06576612693
1069	0.0657319323
1070	0.06562418768
1071	0.06554095527
1072	0.06545891497
1073	0.06540750453
1074	0.06535247815
1075	0.06525797277
1076	0.06512333085
1077	0.06504826381
1078	0.06495141907
1079	0.06489022588
1080	0.064814374
1081	0.06475219995
1082	0.06464006677
1083	0.06459660252
1084	0.06451735215
1085	0.0644321604
1086	0.06434063647
1087	0.06428550361
1088	0.06417026886
1089	0.06407868957
1090	0.06403019846
1091	0.06395040603
1092	0.0638851015
1093	0.06379271089
1094	0.06364979588
1095	0.0635882675
1096	0.06353317829
1097	0.06343656617
1098	0.06339349824
1099	0.06331646431
1100	0.06326195385
1101	0.06319294515
1102	0.06313602672
1103	0.06308749031
1104	0.06299622736
1105	0.06290522906
1106	0.06281932638
1107	0.06273953287
1108	0.06269106879
1109	0.06263223915
1110	0.06255790401
1111	0.06249775974
1112	0.06245066653
1113	0.06233139391
1114	0.06227289777
1115	0.06222971318
1116	0.06213514724
1117	0.06206753164
1118	0.06202407997
1119	0.0619403596
1120	0.06185063091
1121	0.06178154685
1122	0.06167746214
1123	0.06158892548
1124	0.06150775132
1125	0.06144967459
1126	0.0613936429
1127	0.06133437535
1128	0.06124676717
1129	0.06118172793
1130	0.06111377304
1131	0.0610291223
1132	0.06096795188
1133	0.06090013831
1134	0.06084186964
1135	0.06079084817
1136	0.06070818801
1137	0.060657737
1138	0.06058097225
1139	0.06046791123
1140	0.06039545489
1141	0.06032182678
1142	0.06024500732
1143	0.06017632884
1144	0.06010980373
1145	0.06004094883
1146	0.0599756261
1147	0.05990206734
1148	0.05983066737
1149	0.05975872419
1150	0.0597168199
1151	0.05962450981
1152	0.05957025088
1153	0.05944412348
1154	0.05937481926
1155	0.05929074721
1156	0.05923087739
1157	0.05912652569
1158	0.05904588891
1159	0.05892321892
1160	0.05882357778
1161	0.05877866797
1162	0.05872535384
1163	0.05867639773
1164	0.05860682545
1165	0.05856115092
1166	0.05848330427
1167	0.05839643987
1168	0.05834393615
1169	0.05828361224
1170	0.05820532584
1171	0.05814192898
1172	0.05804457836
1173	0.05798567467
1174	0.05790670883
1175	0.05783593952
1176	0.0577693404
1177	0.05772717811
1178	0.05765474583
1179	0.05757675894
1180	0.05752312257
1181	0.057482762
1182	0.05743404444
1183	0.05739295652
1184	0.05733631517
1185	0.05725484689
1186	0.0572189079
1187	0.05717220983
1188	0.05713958313
1189	0.05700752772
1190	0.0569180659
1191	0.05687605154
1192	0.05680465072
1193	0.05670168253
1194	0.05662444769
1195	0.05656823731
1196	0.05654168015
1197	0.05646203067
1198	0.05641786524
1199	0.05636016247
1200	0.05628381937
1201	0.05620711902
1202	0.05612181393
1203	0.05608066395
1204	0.05605148683
1205	0.05597996978
1206	0.05590273881
1207	0.05585693253
1208	0.05581229193
1209	0.05573246998
1210	0.05568922953
1211	0.0556416388
1212	0.05556863178
1213	0.05551645907
1214	0.05547663409
1215	0.05540820542
1216	0.05535927189
1217	0.05526461067
1218	0.05521614945
1219	0.05515772564
1220	0.05509276356
1221	0.05500819444
1222	0.05493339169
1223	0.05488887506
1224	0.05481822631
1225	0.05476083307
1226	0.05470923319
1227	0.05463303202
1228	0.05460034688
1229	0.05454129506
1230	0.05450539177
1231	0.054444247
1232	0.0543295791
1233	0.0542705685
1234	0.05420626842
1235	0.05412656301
1236	0.0540902577
1237	0.05403841826
1238	0.05398783756
1239	0.05394877643
1240	0.05387475657
1241	0.05383439815
1242	0.05378826502
1243	0.05374375098
1244	0.05368597153
1245	0.05362685455
1246	0.05357634927
1247	0.05351522193
1248	0.05344594657
1249	0.0533780729
1250	0.05333058084
1251	0.0532668054
1252	0.05321680156
1253	0.05315966918
1254	0.05311503203
1255	0.05303941234
1256	0.05296247009
1257	0.05292607134
1258	0.05286293273
1259	0.05278748699
1260	0.05269670785
1261	0.05262181757
1262	0.05257487257
1263	0.0525097645
1264	0.05245618397
1265	0.05239722297
1266	0.05235601429
1267	0.05228924643
1268	0.0522407189
1269	0.05221335743
1270	0.05214137936
1271	0.05206440549
1272	0.05201501237
1273	0.05196754271
1274	0.05190828913
1275	0.05183717061
1276	0.05176207661
1277	0.0517160018
1278	0.05163195037
1279	0.0515917907
1280	0.05154093251
1281	0.05148312771
1282	0.05146019661
1283	0.05137390048
1284	0.05132057617
1285	0.05127065785
1286	0.05120727708
1287	0.05115887997
1288	0.05109450095
1289	0.05104802193
1290	0.05101786245
1291	0.05095495454
1292	0.0508728988
1293	0.0508309006
1294	0.05079626737
1295	0.05073428906
1296	0.05063873039
1297	0.05059148967
1298	0.05056294984
1299	0.05051407618
1300	0.05046152541
1301	0.05040615791
1302	0.05033461704
1303	0.05030524284
1304	0.05025153215
1305	0.05020961099
1306	0.05014954215
1307	0.05008213462
1308	0.05004811706
1309	0.04999212015
1310	0.04992957619
1311	0.04988394396
1312	0.04980196376
1313	0.04974359034
1314	0.04970731616
1315	0.04964339399
1316	0.04960699151
1317	0.04956691046
1318	0.04949635319
1319	0.04945632142
1320	0.04940298812
1321	0.04935735434
1322	0.04928096728
1323	0.04924616747
1324	0.04923323298
1325	0.04917515097
1326	0.0491244821
1327	0.04907305185
1328	0.04904778722
1329	0.04902129938
1330	0.04898071476
1331	0.04891434733
1332	0.04887537664
1333	0.04884027353
1334	0.04878311569
1335	0.04873596689
1336	0.04871223599
1337	0.04865913104
1338	0.04861206304
1339	0.0485706554
1340	0.04851229995
1341	0.0484685328
1342	0.04844379526
1343	0.04839804606
1344	0.04834419285
1345	0.04829519029
1346	0.04826008356
1347	0.04822429582
1348	0.0482125092
1349	0.04815160922
1350	0.04811573802
1351	0.04806459963
1352	0.04804090292
1353	0.04795586202
1354	0.04791445244
1355	0.04787619447
1356	0.04783316762
1357	0.04780135944
1358	0.04774840263
1359	0.04769352356
1360	0.04762953662
1361	0.04758951803
1362	0.04755202153
1363	0.04751100246
1364	0.04745060782
1365	0.04742649733
1366	0.04738489865
1367	0.04731616537
1368	0.0472513741
1369	0.04722218751
1370	0.04720234306
1371	0.04717953762
1372	0.04712876749
1373	0.04710399811
1374	0.04706927313
1375	0.04702295297
1376	0.04699440412
1377	0.04695053098
1378	0.04690433025
1379	0.04686769396
1380	0.04683345634
1381	0.04677846941
1382	0.04672545438
1383	0.04666116143
1384	0.0466093781
1385	0.0465367036
1386	0.04650760401
1387	0.04646074931
1388	0.04641487085
1389	0.04637851592
1390	0.04635631447
1391	0.04629976621
1392	0.04626330504
1393	0.04624118599
1394	0.04617562842
1395	0.04610011504
1396	0.04606185922
1397	0.0460078844
1398	0.04596578624
1399	0.0459363922
1400	0.04588584524
1401	0.04581521658
1402	0.04574815245
1403	0.0457207359
1404	0.04568331539
1405	0.04562218134
1406	0.04557906249
1407	0.04554432313
1408	0.04550519625
1409	0.04546365539
1410	0.04542035507
1411	0.04536820225
1412	0.04531288278
1413	0.04526950727
1414	0.04521481381
1415	0.04517421794
1416	0.04513370127
1417	0.04511032626
1418	0.04504828776
1419	0.04500752862
1420	0.04498608827
1421	0.04494923079
1422	0.04492742639
1423	0.04488166959
1424	0.04485522511
1425	0.0447930193
1426	0.04475099022
1427	0.04469201045
1428	0.04466694773
1429	0.04461428112
1430	0.04455417698
1431	0.04454136316
1432	0.04447504638
1433	0.04442076998
1434	0.04437254458
1435	0.04431861217
1436	0.04428418597
1437	0.04423267307
1438	0.04418674471
1439	0.04414918663
1440	0.0441020766
1441	0.04403789715
1442	0.04399395295
1443	0.04394161804
1444	0.0439151856
1445	0.0438834747
1446	0.04385515216
1447	0.04381920895
1448	0.04379074257
1449	0.0437558692
1450	0.04371382668
1451	0.04365049642
1452	0.0436135932
1453	0.04356157333
1454	0.043506349
1455	0.04344911054
1456	0.043412998
1457	0.04336961805
1458	0.04333374161
1459	0.04330677207
1460	0.04325470206
1461	0.04323187746
1462	0.0431989426
1463	0.04313835727
1464	0.04308709762
1465	0.04305128408
1466	0.04301242466
1467	0.04298717027
1468	0.04294088924
1469	0.04289803526
1470	0.04286663784
1471	0.04283212931
1472	0.04280174958
1473	0.04276700753
1474	0.0427485184
1475	0.04272134669
1476	0.04266745166
1477	0.0426471767
1478	0.04259118889
1479	0.04253834456
1480	0.04251906816
1481	0.0424718917
1482	0.04244866203
1483	0.04241613038
1484	0.04238353216
1485	0.04236038172
1486	0.04230297763
1487	0.04225963413
1488	0.04221740957
1489	0.04219649557
1490	0.0421689643
1491	0.04210663747
1492	0.04205973908
1493	0.04202447263
1494	0.04198636393
1495	0.04192234109
1496	0.04188277699
1497	0.04186457403
1498	0.04184157299
1499	0.04179642733
1500	0.04174100692
1501	0.04170701255
1502	0.04167879258
1503	0.04164900727
1504	0.04161874696
1505	0.04159088979
1506	0.04157026821
