iter	Passed	Remaining
1693	5146	10043
1694	5149	10039
1695	5152	10037
1696	5155	10034
1697	5158	10030
1698	5161	10027
1699	5163	10024
1700	5166	10021
1701	5169	10017
1702	5172	10014
1703	5176	10011
1704	5179	10008
1705	5181	10005
1706	5184	10002
1707	5187	9998
1708	5190	9995
1709	5193	9992
1710	5196	9989
1711	5199	9985
1712	5202	9982
1713	5205	9979
1714	5208	9976
1715	5211	9973
1716	5214	9969
1717	5217	9966
1718	5220	9963
1719	5223	9960
1720	5225	9956
1721	5228	9953
1722	5233	9953
1723	5236	9950
1724	5239	9947
1725	5242	9943
1726	5245	9940
1727	5247	9937
1728	5250	9933
1729	5253	9930
1730	5256	9927
1731	5259	9924
1732	5262	9920
1733	5265	9917
1734	5268	9914
1735	5271	9911
1736	5274	9908
1737	5277	9904
1738	5280	9901
1739	5283	9898
1740	5286	9895
1741	5288	9891
1742	5291	9888
1743	5294	9885
1744	5297	9881
1745	5300	9878
1746	5303	9875
1747	5306	9872
1748	5309	9869
1749	5312	9866
1750	5315	9862
1751	5318	9859
1752	5321	9856
1753	5324	9852
1754	5326	9849
1755	5329	9846
1756	5333	9843
1757	5336	9840
1758	5339	9837
1759	5342	9834
1760	5345	9831
1761	5348	9828
1762	5351	9824
1763	5353	9821
1764	5356	9818
1765	5359	9815
1766	5362	9811
1767	5365	9809
1768	5368	9805
1769	5371	9802
1770	5374	9799
1771	5377	9796
1772	5380	9793
1773	5383	9790
1774	5386	9786
1775	5389	9783
1776	5392	9780
1777	5395	9777
1778	5398	9773
1779	5401	9770
1780	5404	9767
1781	5407	9764
1782	5410	9761
1783	5413	9758
1784	5416	9755
1785	5419	9753
1786	5422	9750
1787	5425	9746
1788	5428	9743
1789	5433	9743
1790	5436	9740
1791	5439	9737
1792	5442	9734
1793	5445	9731
1794	5448	9727
1795	5451	9724
1796	5453	9721
1797	5456	9717
1798	5459	9714
1799	5462	9711
1800	5465	9708
1801	5468	9704
1802	5471	9701
1803	5474	9698
1804	5477	9694
1805	5479	9691
1806	5483	9688
1807	5485	9685
1808	5488	9682
1809	5491	9678
1810	5494	9675
1811	5497	9672
1812	5500	9668
1813	5503	9665
1814	5505	9661
1815	5508	9658
1816	5511	9655
1817	5514	9652
1818	5517	9648
1819	5520	9645
1820	5523	9642
1821	5526	9639
1822	5529	9636
1823	5532	9632
1824	5535	9629
1825	5538	9626
1826	5541	9623
1827	5543	9620
1828	5546	9616
1829	5549	9613
1830	5552	9610
1831	5555	9607
1832	5558	9604
1833	5561	9600
1834	5564	9597
1835	5567	9594
1836	5570	9590
1837	5573	9587
1838	5575	9584
1839	5578	9581
1840	5581	9577
1841	5584	9574
1842	5587	9571
1843	5590	9567
1844	5593	9564
1845	5596	9561
1846	5599	9558
1847	5602	9554
1848	5605	9551
1849	5607	9548
1850	5610	9545
1851	5613	9542
1852	5616	9538
1853	5619	9535
1854	5622	9532
1855	5625	9528
1856	5628	9525
1857	5632	9524
1858	5635	9521
1859	5638	9518
1860	5641	9515
1861	5644	9511
1862	5646	9508
1863	5649	9505
1864	5652	9502
1865	5655	9498
1866	5658	9495
1867	5661	9492
1868	5664	9488
1869	5667	9485
1870	5670	9482
1871	5672	9479
1872	5675	9475
1873	5678	9472
1874	5681	9469
1875	5684	9465
1876	5687	9462
1877	5690	9459
1878	5693	9456
1879	5695	9452
1880	5698	9449
1881	5701	9446
1882	5704	9442
1883	5707	9439
1884	5710	9436
1885	5713	9433
1886	5716	9429
1887	5719	9426
1888	5722	9423
1889	5725	9420
1890	5728	9417
1891	5730	9414
1892	5733	9411
1893	5736	9407
1894	5739	9404
1895	5743	9402
1896	5746	9399
1897	5749	9396
1898	5752	9393
1899	5755	9390
1900	5758	9387
1901	5761	9384
1902	5764	9380
1903	5767	9377
1904	5770	9374
1905	5773	9371
1906	5776	9368
1907	5778	9365
1908	5782	9362
1909	5784	9358
1910	5787	9355
1911	5790	9352
1912	5793	9349
1913	5796	9346
1914	5799	9342
1915	5802	9339
1916	5805	9336
1917	5808	9332
1918	5810	9329
1919	5813	9326
1920	5816	9323
1921	5819	9320
1922	5822	9317
1923	5825	9313
1924	5829	9312
1925	5832	9309
1926	5835	9306
1927	5838	9303
1928	5841	9299
1929	5844	9296
1930	5847	9293
1931	5850	9290
1932	5853	9287
1933	5856	9284
1934	5859	9281
1935	5862	9278
1936	5865	9274
1937	5868	9272
1938	5871	9269
1939	5874	9266
1940	5877	9263
1941	5880	9260
1942	5883	9257
1943	5886	9253
1944	5889	9250
1945	5892	9247
1946	5895	9244
1947	5898	9241
1948	5901	9238
1949	5904	9235
1950	5908	9233
1951	5911	9230
1952	5914	9226
1953	5917	9223
1954	5920	9220
1955	5923	9217
1956	5926	9214
1957	5929	9211
1958	5932	9208
1959	5935	9205
1960	5938	9202
1961	5941	9199
1962	5944	9196
1963	5946	9192
1964	5949	9189
1965	5952	9186
1966	5955	9183
1967	5958	9180
1968	5961	9176
1969	5964	9173
1970	5967	9170
1971	5970	9167
1972	5973	9164
1973	5976	9160
1974	5979	9157
1975	5981	9154
1976	5984	9151
1977	5987	9148
1978	5990	9145
1979	5993	9142
1980	5996	9139
1981	5999	9135
1982	6002	9132
1983	6005	9129
1984	6008	9126
1985	6011	9123
1986	6014	9120
1987	6017	9117
1988	6020	9114
1989	6023	9111
1990	6028	9111
1991	6032	9108
1992	6035	9105
1993	6038	9102
1994	6041	9099
1995	6044	9096
1996	6047	9093
1997	6050	9090
1998	6053	9087
1999	6056	9084
2000	6059	9081
2001	6062	9078
2002	6065	9075
2003	6068	9072
2004	6071	9069
2005	6074	9065
2006	6077	9062
2007	6080	9059
2008	6083	9056
2009	6086	9053
2010	6089	9050
2011	6091	9047
2012	6094	9044
2013	6097	9040
2014	6100	9037
2015	6103	9034
2016	6106	9031
2017	6109	9027
2018	6112	9024
2019	6115	9021
2020	6118	9018
2021	6121	9015
2022	6124	9012
2023	6127	9009
2024	6130	9006
2025	6133	9003
2026	6136	9000
2027	6139	8997
2028	6142	8993
2029	6145	8990
2030	6148	8987
2031	6151	8984
2032	6154	8981
2033	6157	8978
2034	6160	8975
2035	6162	8971
2036	6165	8968
2037	6168	8965
2038	6171	8962
2039	6174	8959
2040	6177	8956
2041	6180	8953
2042	6183	8950
2043	6186	8946
2044	6189	8943
2045	6192	8940
2046	6195	8937
2047	6198	8934
2048	6201	8931
2049	6204	8927
2050	6207	8924
2051	6209	8921
2052	6212	8918
2053	6215	8915
2054	6218	8912
2055	6221	8908
2056	6224	8905
2057	6229	8904
2058	6232	8902
2059	6235	8898
2060	6238	8895
2061	6241	8892
2062	6244	8889
2063	6246	8886
2064	6249	8883
2065	6252	8879
2066	6255	8876
2067	6258	8873
2068	6261	8870
2069	6264	8867
2070	6267	8864
2071	6270	8861
2072	6273	8858
2073	6276	8854
2074	6279	8851
2075	6282	8848
2076	6285	8845
2077	6288	8842
2078	6291	8839
2079	6294	8836
2080	6297	8833
2081	6300	8830
2082	6303	8827
2083	6306	8824
2084	6309	8821
2085	6312	8818
2086	6315	8814
2087	6318	8812
2088	6321	8809
2089	6324	8806
2090	6327	8803
2091	6330	8800
2092	6333	8797
2093	6336	8794
2094	6339	8790
2095	6342	8787
2096	6345	8784
2097	6348	8781
2098	6351	8778
2099	6354	8774
2100	6357	8772
2101	6360	8768
2102	6363	8765
2103	6366	8762
2104	6369	8759
2105	6372	8756
2106	6375	8753
2107	6378	8750
2108	6380	8747
2109	6383	8743
2110	6386	8740
2111	6389	8737
2112	6392	8734
2113	6396	8731
2114	6398	8728
2115	6401	8725
2116	6405	8722
2117	6407	8719
2118	6410	8716
2119	6413	8712
2120	6416	8709
2121	6419	8706
2122	6422	8703
2123	6426	8701
2124	6429	8698
2125	6432	8695
2126	6435	8692
2127	6438	8689
2128	6441	8686
2129	6444	8683
2130	6447	8680
2131	6450	8677
2132	6453	8674
2133	6456	8671
2134	6459	8668
2135	6462	8665
2136	6465	8662
2137	6468	8659
2138	6471	8656
2139	6474	8653
2140	6477	8649
2141	6480	8646
2142	6483	8643
2143	6486	8640
2144	6489	8637
2145	6492	8634
2146	6495	8631
2147	6498	8628
2148	6501	8624
2149	6504	8621
2150	6507	8618
2151	6509	8615
2152	6512	8612
2153	6515	8609
2154	6518	8606
2155	6521	8603
2156	6524	8599
2157	6527	8596
2158	6530	8593
2159	6534	8591
2160	6537	8587
2161	6539	8584
2162	6542	8581
2163	6545	8578
2164	6548	8575
2165	6551	8572
2166	6554	8569
2167	6557	8566
2168	6560	8563
2169	6563	8559
2170	6566	8557
2171	6569	8553
2172	6572	8550
2173	6575	8547
2174	6578	8544
2175	6581	8541
2176	6584	8538
2177	6587	8535
2178	6590	8532
2179	6593	8529
2180	6596	8526
2181	6599	8523
2182	6602	8519
2183	6605	8516
2184	6608	8513
2185	6611	8510
2186	6614	8507
2187	6617	8504
2188	6619	8501
2189	6622	8497
2190	6626	8495
2191	6629	8492
2192	6632	8489
2193	6635	8486
2194	6637	8482
2195	6640	8479
2196	6643	8476
2197	6646	8473
2198	6649	8470
2199	6652	8466
2200	6655	8463
2201	6658	8460
2202	6661	8457
2203	6664	8454
2204	6667	8451
2205	6670	8447
2206	6672	8444
2207	6675	8441
2208	6678	8438
2209	6681	8435
2210	6684	8432
2211	6687	8428
2212	6690	8425
2213	6693	8422
2214	6696	8419
2215	6699	8416
2216	6701	8412
2217	6704	8409
2218	6707	8406
2219	6710	8403
2220	6713	8400
2221	6716	8397
2222	6719	8394
2223	6722	8391
2224	6725	8387
2225	6728	8384
2226	6731	8381
2227	6734	8378
2228	6737	8375
2229	6740	8372
2230	6742	8368
2231	6745	8365
2232	6748	8362
2233	6751	8359
2234	6754	8356
2235	6757	8353
2236	6760	8350
2237	6763	8347
2238	6767	8344
2239	6770	8341
2240	6772	8338
2241	6775	8335
2242	6778	8332
2243	6781	8328
2244	6784	8325
2245	6787	8322
2246	6790	8319
2247	6793	8316
2248	6796	8313
2249	6799	8310
2250	6801	8306
2251	6804	8303
2252	6807	8300
2253	6810	8297
2254	6813	8294
2255	6816	8291
2256	6821	8290
2257	6824	8287
2258	6827	8284
2259	6830	8280
2260	6833	8277
2261	6835	8274
2262	6838	8271
2263	6841	8268
2264	6844	8265
2265	6848	8262
2266	6851	8259
2267	6853	8255
2268	6856	8252
2269	6859	8250
2270	6862	8247
2271	6866	8244
2272	6869	8241
2273	6872	8238
2274	6875	8235
2275	6878	8232
2276	6881	8229
2277	6884	8226
2278	6887	8223
2279	6890	8220
2280	6893	8217
2281	6896	8214
2282	6899	8210
2283	6902	8208
2284	6905	8205
2285	6908	8201
2286	6911	8199
2287	6914	8195
2288	6917	8192
2289	6920	8189
2290	6923	8186
2291	6926	8183
2292	6929	8180
2293	6932	8177
2294	6934	8173
2295	6937	8170
2296	6940	8167
2297	6943	8164
2298	6946	8161
2299	6949	8158
2300	6952	8155
2301	6955	8151
2302	6958	8149
2303	6961	8145
2304	6964	8142
2305	6967	8139
2306	6970	8136
2307	6973	8133
2308	6976	8130
2309	6979	8127
2310	6982	8124
2311	6985	8121
2312	6988	8118
2313	6991	8115
2314	6994	8112
2315	6997	8109
2316	7000	8106
2317	7003	8103
2318	7006	8099
2319	7009	8096
2320	7012	8093
2321	7015	8090
2322	7019	8089
2323	7023	8086
2324	7026	8083
2325	7028	8080
2326	7032	8077
2327	7035	8074
2328	7038	8071
2329	7041	8068
2330	7043	8065
2331	7046	8062
2332	7049	8059
2333	7052	8056
2334	7055	8053
2335	7058	8050
2336	7061	8046
2337	7064	8043
2338	7067	8040
2339	7070	8037
2340	7073	8034
2341	7076	8031
2342	7079	8028
2343	7082	8025
2344	7085	8022
2345	7089	8020
2346	7092	8017
2347	7095	8014
2348	7099	8011
2349	7102	8009
2350	7106	8006
2351	7109	8004
2352	7112	8001
2353	7116	7998
2354	7119	7995
2355	7122	7992
2356	7125	7990
2357	7128	7987
2358	7131	7984
2359	7134	7980
2360	7137	7978
2361	7140	7975
2362	7143	7972
2363	7146	7969
2364	7149	7965
2365	7152	7962
2366	7155	7959
2367	7158	7956
2368	7161	7953
2369	7164	7950
2370	7167	7947
2371	7170	7944
2372	7173	7941
2373	7176	7938
2374	7179	7935
2375	7182	7932
2376	7185	7929
2377	7188	7926
2378	7191	7923
2379	7194	7920
2380	7197	7917
2381	7200	7914
2382	7203	7911
2383	7206	7907
2384	7209	7904
2385	7212	7901
2386	7215	7898
2387	7219	7896
2388	7222	7894
2389	7225	7890
2390	7228	7887
2391	7231	7884
2392	7234	7881
2393	7237	7878
2394	7240	7875
2395	7243	7872
2396	7246	7869
2397	7249	7866
2398	7252	7863
2399	7255	7860
2400	7258	7857
2401	7261	7854
2402	7264	7850
2403	7267	7847
2404	7270	7844
2405	7273	7841
2406	7276	7838
2407	7279	7835
2408	7281	7832
2409	7284	7829
2410	7287	7826
2411	7290	7823
2412	7294	7819
2413	7296	7816
2414	7299	7813
2415	7302	7810
2416	7305	7807
2417	7308	7804
2418	7312	7801
2419	7314	7798
2420	7318	7795
2421	7321	7792
2422	7324	7789
2423	7327	7786
2424	7329	7783
2425	7333	7780
2426	7336	7777
2427	7339	7774
2428	7342	7771
2429	7345	7768
2430	7348	7765
2431	7351	7762
2432	7353	7758
2433	7356	7755
2434	7359	7752
2435	7363	7750
2436	7367	7748
2437	7370	7745
2438	7373	7742
2439	7376	7739
2440	7379	7736
2441	7382	7733
2442	7385	7730
2443	7388	7727
2444	7391	7724
2445	7394	7721
2446	7397	7717
2447	7400	7714
2448	7403	7711
2449	7406	7708
2450	7409	7705
2451	7412	7702
2452	7415	7699
2453	7419	7697
2454	7422	7694
2455	7425	7691
2456	7428	7688
2457	7431	7685
2458	7433	7681
2459	7436	7678
2460	7439	7675
2461	7442	7672
2462	7445	7669
2463	7448	7665
2464	7451	7662
2465	7453	7659
2466	7456	7656
2467	7459	7653
2468	7462	7650
2469	7465	7647
2470	7468	7643
2471	7471	7640
2472	7474	7637
2473	7477	7634
2474	7480	7631
2475	7483	7628
2476	7485	7624
2477	7488	7621
2478	7491	7618
2479	7494	7615
2480	7497	7612
2481	7500	7609
2482	7503	7606
2483	7506	7603
2484	7509	7599
2485	7512	7596
2486	7515	7593
2487	7518	7590
2488	7520	7587
2489	7523	7584
2490	7526	7581
2491	7529	7578
2492	7532	7574
2493	7535	7571
2494	7538	7568
2495	7541	7565
2496	7544	7562
2497	7546	7559
2498	7549	7555
2499	7552	7552
2500	7555	7549
2501	7558	7546
2502	7561	7543
2503	7564	7539
2504	7567	7536
2505	7569	7533
2506	7572	7530
2507	7575	7527
2508	7578	7524
2509	7581	7521
2510	7584	7518
2511	7587	7514
2512	7590	7511
2513	7593	7508
2514	7595	7505
2515	7598	7502
2516	7601	7498
2517	7604	7495
2518	7607	7492
2519	7610	7489
2520	7613	7486
2521	7618	7485
2522	7621	7482
2523	7624	7479
2524	7627	7476
2525	7629	7472
2526	7632	7469
2527	7635	7466
2528	7638	7463
2529	7641	7460
2530	7644	7457
2531	7647	7454
2532	7650	7450
2533	7653	7447
2534	7656	7444
2535	7658	7441
2536	7661	7438
2537	7664	7435
2538	7667	7431
2539	7670	7428
2540	7673	7425
2541	7676	7422
2542	7679	7419
2543	7681	7416
2544	7684	7413
2545	7687	7409
2546	7690	7406
2547	7693	7403
2548	7696	7400
2549	7699	7397
2550	7702	7394
2551	7705	7391
2552	7708	7388
2553	7711	7385
2554	7714	7382
2555	7717	7379
2556	7720	7376
2557	7723	7372
2558	7726	7369
2559	7729	7366
2560	7731	7363
2561	7734	7360
2562	7737	7357
2563	7740	7354
2564	7743	7351
2565	7746	7348
2566	7749	7344
2567	7752	7341
2568	7755	7338
2569	7758	7335
2570	7761	7332
2571	7763	7329
2572	7766	7326
2573	7769	7323
2574	7772	7319
2575	7775	7316
2576	7778	7313
2577	7781	7310
2578	7784	7307
2579	7787	7304
2580	7790	7301
2581	7793	7298
2582	7795	7294
2583	7798	7291
2584	7801	7288
2585	7804	7285
2586	7807	7282
2587	7810	7279
2588	7813	7276
2589	7817	7274
2590	7820	7271
2591	7823	7268
2592	7826	7265
2593	7829	7262
2594	7832	7258
2595	7835	7255
2596	7838	7252
2597	7841	7249
2598	7844	7247
2599	7847	7243
2600	7850	7240
2601	7853	7237
2602	7856	7234
2603	7859	7231
2604	7862	7228
2605	7864	7225
2606	7867	7221
2607	7870	7218
2608	7873	7215
2609	7876	7212
2610	7879	7209
2611	7882	7206
2612	7885	7203
2613	7887	7199
2614	7890	7196
2615	7893	7193
2616	7896	7190
2617	7899	7187
2618	7902	7184
2619	7905	7180
2620	7907	7177
2621	7910	7174
2622	7913	7171
2623	7916	7168
2624	7919	7165
2625	7922	7162
2626	7925	7158
2627	7928	7155
2628	7930	7152
2629	7933	7149
2630	7936	7146
2631	7939	7143
2632	7942	7140
2633	7945	7137
2634	7948	7134
2635	7951	7131
2636	7954	7128
2637	7957	7124
2638	7960	7121
2639	7963	7118
2640	7965	7115
2641	7968	7112
2642	7971	7108
2643	7974	7105
2644	7977	7102
2645	7980	7099
2646	7982	7096
2647	7985	7093
2648	7988	7090
2649	7991	7087
2650	7995	7084
2651	7998	7081
2652	8001	7078
2653	8004	7075
2654	8006	7072
2655	8009	7068
2656	8012	7065
2657	8017	7064
2658	8020	7061
2659	8023	7058
2660	8026	7055
2661	8029	7051
2662	8032	7048
2663	8035	7045
2664	8038	7042
2665	8041	7039
2666	8044	7036
2667	8047	7033
2668	8049	7030
2669	8052	7027
2670	8055	7024
2671	8058	7021
2672	8061	7017
2673	8064	7014
2674	8067	7011
2675	8070	7008
2676	8073	7006
2677	8076	7002
2678	8079	7000
2679	8082	6996
2680	8085	6994
2681	8088	6991
2682	8091	6987
2683	8094	6984
2684	8097	6981
2685	8100	6978
2686	8103	6975
2687	8106	6972
2688	8109	6969
2689	8112	6966
2690	8115	6963
2691	8118	6960
2692	8120	6956
2693	8123	6953
2694	8126	6950
2695	8129	6947
2696	8132	6944
2697	8135	6941
2698	8138	6938
2699	8141	6935
2700	8144	6931
2701	8146	6928
2702	8149	6925
2703	8152	6922
2704	8155	6919
2705	8158	6916
2706	8161	6913
2707	8164	6910
2708	8167	6907
2709	8170	6903
2710	8172	6900
2711	8175	6897
2712	8178	6894
2713	8181	6891
2714	8184	6888
2715	8187	6885
2716	8190	6882
2717	8193	6879
2718	8196	6875
2719	8199	6872
2720	8202	6869
2721	8205	6866
2722	8207	6863
2723	8210	6860
2724	8214	6857
2725	8217	6855
2726	8220	6852
2727	8223	6849
2728	8226	6845
2729	8229	6842
2730	8232	6839
2731	8235	6836
2732	8238	6833
2733	8241	6830
2734	8244	6827
2735	8247	6824
2736	8250	6821
2737	8253	6818
2738	8256	6815
2739	8259	6812
2740	8262	6809
2741	8265	6806
2742	8268	6803
2743	8271	6800
2744	8273	6796
2745	8276	6793
2746	8279	6790
2747	8282	6787
2748	8285	6784
2749	8288	6781
2750	8291	6778
2751	8294	6775
2752	8297	6772
2753	8299	6768
2754	8302	6765
2755	8306	6762
2756	8308	6759
2757	8311	6756
2758	8314	6753
2759	8317	6750
2760	8320	6747
2761	8323	6744
2762	8326	6741
2763	8329	6738
2764	8332	6735
2765	8335	6732
2766	8338	6729
2767	8341	6725
2768	8344	6723
2769	8347	6720
2770	8350	6717
2771	8353	6713
2772	8356	6710
2773	8359	6707
2774	8362	6704
2775	8364	6701
2776	8367	6698
2777	8370	6695
2778	8373	6692
2779	8376	6689
2780	8379	6686
2781	8382	6683
2782	8385	6680
2783	8388	6676
2784	8391	6673
2785	8394	6670
2786	8397	6667
2787	8400	6664
2788	8403	6661
2789	8405	6658
2790	8408	6655
2791	8412	6652
2792	8416	6650
2793	8418	6647
2794	8421	6643
2795	8424	6640
2796	8427	6637
2797	8430	6634
2798	8433	6631
2799	8436	6628
2800	8439	6625
2801	8442	6622
2802	8445	6619
2803	8448	6616
2804	8451	6613
2805	8453	6610
2806	8457	6607
2807	8459	6604
2808	8462	6600
2809	8465	6597
2810	8468	6594
2811	8471	6591
2812	8474	6588
2813	8477	6585
2814	8480	6582
2815	8483	6579
2816	8486	6576
2817	8489	6573
2818	8491	6570
2819	8495	6567
2820	8498	6564
2821	8500	6560
2822	8503	6557
2823	8506	6554
2824	8509	6551
2825	8512	6548
2826	8515	6545
2827	8517	6542
2828	8520	6538
2829	8523	6535
2830	8526	6532
2831	8529	6529
2832	8532	6526
2833	8535	6523
2834	8538	6520
2835	8540	6517
2836	8543	6514
2837	8546	6511
2838	8549	6507
2839	8552	6504
2840	8555	6501
2841	8558	6498
2842	8561	6495
2843	8564	6492
2844	8567	6489
2845	8570	6486
2846	8573	6483
2847	8576	6480
2848	8579	6477
2849	8581	6474
2850	8584	6470
2851	8587	6467
2852	8590	6464
2853	8593	6461
2854	8596	6458
2855	8599	6455
2856	8601	6452
2857	8604	6449
2858	8607	6445
2859	8612	6444
2860	8615	6441
2861	8618	6438
2862	8621	6435
2863	8624	6432
2864	8627	6429
2865	8630	6426
2866	8633	6422
2867	8636	6419
2868	8639	6416
2869	8642	6413
2870	8645	6410
2871	8648	6407
2872	8650	6404
2873	8653	6401
2874	8656	6398
2875	8659	6395
2876	8662	6392
2877	8665	6389
2878	8668	6386
2879	8671	6383
2880	8674	6380
2881	8677	6377
2882	8680	6374
2883	8683	6371
2884	8686	6368
2885	8689	6365
2886	8692	6362
2887	8695	6358
2888	8698	6355
2889	8701	6352
2890	8704	6349
2891	8707	6346
2892	8710	6343
2893	8713	6340
2894	8716	6337
2895	8719	6334
2896	8722	6331
2897	8724	6328
2898	8727	6325
2899	8730	6322
2900	8733	6319
2901	8736	6316
2902	8739	6313
2903	8742	6309
2904	8745	6306
2905	8748	6303
2906	8751	6300
2907	8753	6297
2908	8756	6294
2909	8759	6291
2910	8762	6288
2911	8765	6285
2912	8768	6282
2913	8771	6279
2914	8774	6276
2915	8777	6272
2916	8780	6269
2917	8783	6266
2918	8785	6263
2919	8788	6260
2920	8791	6257
2921	8794	6254
2922	8797	6251
2923	8800	6248
2924	8803	6245
2925	8806	6242
2926	8811	6240
2927	8814	6237
2928	8817	6234
2929	8820	6231
2930	8823	6228
2931	8826	6225
2932	8829	6222
2933	8832	6219
2934	8835	6216
2935	8838	6213
2936	8841	6210
2937	8844	6207
2938	8847	6204
2939	8850	6201
2940	8853	6198
2941	8856	6195
2942	8859	6192
2943	8862	6189
2944	8865	6186
2945	8868	6182
2946	8871	6179
2947	8873	6176
2948	8876	6173
2949	8879	6170
2950	8882	6167
2951	8885	6164
2952	8888	6161
2953	8891	6158
2954	8894	6155
2955	8897	6152
2956	8900	6149
2957	8903	6146
2958	8906	6143
2959	8908	6139
2960	8911	6136
2961	8914	6133
2962	8917	6130
2963	8920	6127
2964	8923	6124
2965	8926	6121
2966	8929	6118
2967	8932	6115
2968	8935	6112
2969	8938	6109
2970	8941	6106
2971	8945	6103
2972	8948	6100
2973	8950	6097
2974	8954	6094
2975	8956	6091
2976	8959	6088
2977	8962	6085
2978	8966	6082
2979	8969	6079
2980	8972	6076
2981	8975	6073
2982	8978	6070
2983	8981	6068
2984	8984	6064
2985	8987	6061
2986	8990	6058
2987	8993	6055
2988	8996	6052
2989	8999	6049
2990	9002	6046
2991	9005	6043
2992	9011	6042
2993	9015	6040
2994	9019	6037
2995	9022	6034
2996	9025	6031
2997	9028	6028
2998	9031	6025
2999	9034	6022
3000	9037	6019
3001	9040	6016
3002	9043	6014
3003	9046	6011
3004	9049	6008
3005	9052	6005
3006	9056	6002
3007	9059	5999
3008	9062	5996
3009	9065	5993
3010	9068	5990
3011	9071	5987
3012	9074	5984
3013	9077	5981
3014	9080	5978
3015	9083	5975
3016	9086	5972
3017	9089	5969
3018	9092	5966
3019	9095	5963
3020	9098	5960
3021	9101	5957
3022	9104	5953
3023	9107	5950
3024	9110	5947
3025	9113	5944
3026	9116	5941
3027	9119	5938
3028	9122	5935
3029	9125	5932
3030	9128	5929
3031	9130	5926
3032	9133	5923
3033	9136	5920
3034	9139	5917
3035	9142	5914
3036	9145	5911
3037	9148	5908
3038	9151	5905
3039	9154	5902
3040	9157	5899
3041	9160	5896
3042	9163	5893
3043	9166	5889
3044	9169	5886
3045	9172	5883
3046	9175	5880
3047	9177	5877
3048	9180	5874
3049	9183	5871
3050	9186	5868
3051	9189	5865
3052	9193	5862
3053	9196	5859
3054	9198	5856
3055	9201	5853
3056	9204	5850
3057	9208	5847
3058	9214	5846
3059	9216	5843
3060	9219	5840
3061	9222	5837
3062	9225	5834
3063	9228	5831
3064	9231	5827
3065	9234	5824
3066	9237	5821
3067	9240	5818
3068	9243	5815
3069	9246	5812
3070	9249	5809
3071	9252	5806
3072	9254	5803
3073	9257	5800
3074	9260	5797
3075	9263	5794
3076	9266	5791
3077	9269	5788
3078	9272	5785
3079	9275	5781
3080	9278	5778
3081	9280	5775
3082	9283	5772
3083	9286	5769
3084	9289	5766
3085	9292	5763
3086	9295	5760
3087	9298	5757
3088	9301	5754
3089	9304	5751
3090	9307	5748
3091	9310	5745
3092	9313	5742
3093	9316	5739
3094	9319	5736
3095	9324	5734
3096	9327	5731
3097	9330	5728
3098	9333	5725
3099	9336	5722
3100	9339	5719
3101	9341	5715
3102	9344	5712
3103	9347	5709
3104	9350	5706
3105	9353	5703
3106	9356	5700
3107	9359	5697
3108	9362	5694
3109	9365	5691
3110	9367	5688
3111	9370	5685
3112	9373	5682
3113	9376	5679
3114	9379	5676
3115	9382	5672
3116	9385	5669
3117	9388	5666
3118	9391	5663
3119	9394	5660
3120	9396	5657
3121	9400	5654
3122	9403	5651
3123	9408	5649
3124	9411	5646
3125	9414	5643
3126	9417	5640
3127	9420	5637
3128	9423	5634
3129	9426	5631
3130	9429	5628
3131	9432	5625
3132	9435	5622
3133	9438	5619
3134	9441	5616
3135	9444	5613
3136	9447	5610
3137	9450	5607
3138	9453	5604
3139	9456	5601
3140	9459	5598
3141	9462	5595
3142	9465	5592
3143	9468	5589
3144	9470	5586
3145	9473	5583
3146	9476	5580
3147	9479	5576
3148	9482	5573
3149	9485	5570
3150	9488	5567
3151	9491	5564
3152	9494	5561
3153	9497	5558
3154	9500	5555
3155	9503	5552
3156	9506	5549
3157	9509	5546
3158	9512	5543
3159	9515	5540
3160	9518	5537
3161	9521	5534
3162	9524	5531
3163	9527	5528
3164	9530	5525
3165	9533	5522
3166	9536	5519
3167	9539	5516
3168	9542	5513
3169	9545	5510
3170	9548	5507
3171	9551	5504
3172	9554	5501
3173	9557	5498
3174	9560	5495
3175	9562	5492
3176	9566	5489
3177	9569	5486
3178	9571	5483
3179	9575	5480
3180	9577	5476
3181	9580	5473
3182	9583	5470
3183	9586	5467
3184	9589	5464
3185	9592	5461
3186	9595	5458
3187	9598	5455
3188	9601	5452
3189	9604	5449
3190	9608	5446
3191	9611	5443
3192	9614	5440
3193	9616	5437
3194	9619	5434
3195	9622	5431
3196	9625	5428
3197	9628	5425
3198	9631	5422
3199	9634	5419
3200	9637	5416
3201	9640	5413
3202	9643	5410
3203	9646	5407
3204	9649	5404
3205	9652	5401
3206	9655	5398
3207	9658	5395
3208	9661	5392
3209	9664	5389
3210	9667	5385
3211	9670	5382
3212	9673	5379
3213	9675	5376
3214	9678	5373
3215	9681	5370
3216	9684	5367
3217	9687	5364
3218	9690	5361
3219	9693	5358
3220	9696	5355
3221	9699	5352
3222	9702	5349
3223	9705	5346
3224	9708	5343
3225	9711	5340
3226	9714	5337
3227	9717	5334
3228	9720	5331
3229	9723	5328
3230	9726	5325
3231	9729	5322
3232	9732	5319
3233	9735	5316
3234	9738	5313
3235	9741	5310
3236	9744	5307
3237	9747	5303
3238	9750	5301
3239	9753	5297
3240	9755	5294
3241	9758	5291
3242	9761	5288
3243	9764	5285
3244	9767	5282
3245	9770	5279
3246	9773	5276
